,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.01,0.06,0.11,0.12,0.14,0.16,0.19,0.27,0.34,0.28,0.29,0.41,0.28,0.28,,0.4
f_1,0.1,0.01,0.1,0.09,0.09,0.16,0.12,0.2,0.32,0.2,0.21,,0.34,0.2,0.37,0.44
d_1,0.07,0.06,0.01,0.08,0.07,0.13,0.14,,0.13,0.2,0.2,0.19,0.31,0.25,0.25,0.2
c_1,0.05,0.06,0.07,0.01,0.08,0.11,0.11,0.09,0.18,,0.19,0.18,0.21,0.23,0.27,0.24
b_1,0.03,0.04,0.04,0.03,,0.08,0.08,0.1,0.12,0.11,,0.15,0.17,0.14,0.14,
a_1,0.01,0.01,0.01,0.01,0.01,,0.02,0.03,,0.03,,0.04,,0.03,0.04,0.06
h_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
