,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.8,0.86,1.11,0.95,0.71,0.49,0.49,0.58,0.41,0.4,0.45,0.34,0.33,0.35,0.31
f_1,1.24,1.0,0.93,0.92,0.83,0.69,0.42,0.45,0.44,0.39,0.39,0.37,0.29,0.31,0.27,0.31
d_1,1.18,1.09,1.0,0.91,0.92,0.75,0.45,0.37,0.48,0.55,0.46,0.37,0.34,0.33,0.31,0.26
c_1,0.92,1.07,1.1,1.0,1.28,0.78,0.58,0.47,0.35,0.39,0.36,0.41,0.37,0.36,0.38,0.32
b_1,1.06,1.2,1.1,0.79,1.0,1.18,0.53,0.5,0.47,0.54,0.45,0.5,0.38,0.36,0.42,0.32
a_1,1.38,1.46,1.32,1.3,0.84,1.0,0.74,0.7,0.62,0.59,0.66,0.58,0.5,0.52,0.45,0.46
h_1,2.07,2.39,2.17,1.73,1.77,1.3,1.0,1.09,0.88,0.89,0.82,0.77,0.7,0.62,0.63,0.73
g_1,2.08,2.19,2.63,1.98,1.94,1.35,0.93,1.0,0.89,0.94,0.85,1.03,0.65,0.74,0.78,0.62
d_0,1.77,2.17,2.06,2.89,2.23,1.59,1.18,1.12,1.0,0.83,0.86,0.91,0.81,0.81,0.76,0.7
c_0,2.34,2.57,1.88,2.51,1.89,1.67,1.13,1.06,1.25,1.0,1.25,0.93,0.82,0.88,0.72,0.68
b_0,2.5,2.53,2.24,2.68,2.32,1.53,1.31,1.19,1.17,0.85,1.0,0.98,1.02,0.99,0.77,0.73
f_0,2.32,2.63,2.63,2.44,2.16,1.77,1.31,0.94,1.14,1.07,0.97,1.0,0.9,0.88,1.07,0.66
h_0,2.95,3.43,2.97,2.69,2.71,1.97,1.45,1.5,1.26,1.21,1.05,1.15,1.0,0.92,0.85,0.95
a_0,2.97,3.13,3.03,2.72,2.97,1.89,1.57,1.4,1.28,1.14,0.98,1.08,1.11,1.0,0.97,0.9
e_0,2.81,3.8,3.19,2.6,2.38,2.18,1.56,1.23,1.33,1.41,1.32,0.94,1.15,1.02,1.0,0.86
g_0,3.13,3.3,3.92,3.07,3.04,2.23,1.38,1.54,1.44,1.47,1.35,1.52,1.04,1.12,1.12,1.0
