,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.89,0.23,0.13,0.22,0.14,0.11,0.14,0.14,0.34,0.14,0.18,0.16,0.19,0.1,0.05,0.13
f_1,0.37,0.89,0.16,0.15,0.14,0.09,0.14,0.12,0.18,0.17,0.14,0.04,0.15,0.11,0.06,0.1
d_1,0.17,0.22,0.89,0.15,0.17,0.1,0.14,0.13,0.07,0.29,0.17,0.14,0.19,0.11,0.12,0.12
c_1,0.15,0.17,0.22,0.88,0.29,0.09,0.16,0.13,0.15,0.04,0.1,0.15,0.15,0.11,0.09,0.12
b_1,0.18,0.17,0.21,0.16,0.88,0.23,0.14,0.14,0.15,0.16,0.05,0.15,0.14,0.08,0.08,0.11
a_1,0.2,0.2,0.18,0.24,0.12,0.87,0.16,0.13,0.16,0.12,0.11,0.16,0.17,0.04,0.09,0.11
h_1,0.23,0.31,0.22,0.23,0.21,0.1,0.54,0.22,0.18,0.18,0.19,0.14,0.1,0.12,0.13,0.18
g_1,0.18,0.18,0.36,0.22,0.17,0.11,0.14,0.55,0.16,0.21,0.15,0.32,0.19,0.12,0.14,0.12
d_0,0.25,0.23,0.11,0.47,0.13,0.11,0.19,0.16,0.4,0.15,0.21,0.18,0.2,0.13,0.13,0.17
c_0,0.26,0.24,0.26,0.16,0.15,0.11,0.2,0.17,0.23,0.42,0.33,0.2,0.25,0.15,0.16,0.2
b_0,0.24,0.25,0.27,0.24,0.06,0.08,0.2,0.18,0.23,0.2,0.44,0.22,0.24,0.28,0.14,0.2
f_0,0.24,0.14,0.27,0.23,0.19,0.11,0.17,0.18,0.19,0.18,0.2,0.41,0.23,0.14,0.31,0.19
h_0,0.22,0.36,0.2,0.22,0.17,0.13,0.12,0.24,0.18,0.19,0.19,0.19,0.14,0.16,0.13,0.21
a_0,0.27,0.23,0.24,0.26,0.21,0.07,0.2,0.18,0.21,0.17,0.18,0.2,0.22,0.39,0.12,0.18
e_0,0.11,0.25,0.25,0.3,0.17,0.15,0.22,0.16,0.25,0.22,0.26,0.19,0.21,0.15,0.39,0.17
g_0,0.23,0.21,0.37,0.2,0.16,0.15,0.18,0.12,0.19,0.19,0.21,0.29,0.24,0.14,0.12,0.06
