,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.37,0.25,0.31,0.25,0.26,0.23,0.51,0.45,0.98,0.65,0.56,0.49,0.75,0.73,,0.76
f_1,0.41,2.39,0.27,0.3,0.3,0.3,0.48,0.61,0.62,0.54,0.57,,0.74,0.5,0.53,0.68
d_1,0.22,0.31,2.48,0.27,0.24,0.27,0.52,0.53,,1.12,0.65,0.58,0.78,0.49,0.62,0.63
c_1,0.3,0.28,0.28,2.58,0.44,0.25,0.55,0.56,0.51,,0.52,0.48,0.79,0.72,0.72,0.64
b_1,0.31,0.3,0.31,0.26,2.73,,0.45,0.5,0.67,0.61,,0.65,0.75,0.43,0.46,0.78
a_1,0.33,0.27,0.24,0.23,,3.44,0.76,0.55,0.6,0.65,0.62,0.67,0.81,,,0.65
h_1,0.54,0.67,0.51,0.51,0.66,0.39,3.96,1.24,1.12,1.24,1.13,1.3,,0.81,1.11,1.78
g_1,0.49,0.49,0.67,0.56,0.52,0.48,0.91,4.09,0.94,1.1,1.55,1.7,1.37,,1.55,
d_0,0.56,0.56,,0.98,0.63,0.53,1.5,1.33,3.46,1.01,1.09,1.26,2.04,1.65,1.02,1.72
c_0,0.63,0.61,0.43,,0.5,0.58,1.28,1.41,1.43,3.55,2.49,1.34,1.55,1.16,1.32,1.55
b_0,0.73,0.65,0.62,0.54,,0.66,1.27,0.92,1.58,1.0,3.67,1.29,1.8,2.19,1.12,2.05
f_0,0.47,,0.67,0.7,0.62,0.54,1.0,1.05,1.26,1.34,1.4,3.88,2.15,1.38,2.68,1.33
h_0,0.72,0.83,0.76,0.62,0.75,0.81,,1.52,1.48,1.74,1.53,1.81,,1.91,1.55,3.13
a_0,0.51,0.71,0.62,0.64,0.63,,1.8,,1.18,1.3,1.33,1.21,1.54,4.47,,
e_0,,0.7,0.65,0.6,0.63,,0.95,0.99,1.92,1.32,1.6,1.03,1.64,,4.69,2.26
g_0,0.62,0.68,1.13,0.8,0.67,0.87,1.49,,1.39,1.68,1.18,2.87,1.83,,1.44,
