,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.41,0.43,0.58,0.75,0.6,0.55,0.33,0.36,0.31,0.25,0.29,0.29,0.23,0.25,0.31,0.24
f_1,0.6,0.4,0.57,0.62,0.56,0.54,0.25,0.33,0.29,0.26,0.27,0.29,0.18,0.27,0.23,0.23
d_1,0.68,0.67,0.39,0.55,0.55,0.55,0.31,0.25,0.31,0.29,0.25,0.25,0.25,0.26,0.25,0.17
c_1,0.47,0.62,0.67,0.39,0.71,0.55,0.33,0.3,0.18,0.29,0.24,0.25,0.22,0.24,0.25,0.23
b_1,0.62,0.65,0.61,0.39,0.36,0.69,0.31,0.34,0.28,0.32,0.35,0.28,0.25,0.25,0.29,0.24
a_1,0.63,0.67,0.64,0.56,0.37,0.3,0.33,0.33,0.29,0.29,0.4,0.31,0.25,0.35,0.26,0.21
h_1,0.54,0.62,0.56,0.55,0.57,0.48,0.22,0.38,0.25,0.25,0.25,0.25,0.24,0.24,0.22,0.2
g_1,0.53,0.59,0.58,0.62,0.59,0.48,0.23,0.21,0.24,0.24,0.24,0.28,0.19,0.25,0.26,0.23
d_0,0.41,0.49,0.73,0.68,0.6,0.53,0.33,0.36,0.23,0.23,0.28,0.29,0.23,0.27,0.27,0.23
c_0,0.66,0.55,0.41,0.71,0.56,0.56,0.3,0.3,0.36,0.22,0.29,0.27,0.23,0.29,0.27,0.2
b_0,0.58,0.56,0.51,0.77,0.61,0.47,0.29,0.28,0.25,0.19,0.21,0.26,0.22,0.3,0.24,0.21
f_0,0.53,0.66,0.61,0.62,0.53,0.45,0.3,0.23,0.27,0.23,0.23,0.21,0.21,0.28,0.31,0.17
h_0,0.53,0.59,0.52,0.62,0.53,0.49,0.33,0.31,0.26,0.24,0.24,0.23,0.24,0.26,0.25,0.2
a_0,0.55,0.53,0.54,0.59,0.6,0.63,0.32,0.29,0.25,0.22,0.17,0.25,0.19,0.19,0.25,0.2
e_0,0.57,0.79,0.53,0.62,0.58,0.49,0.28,0.24,0.24,0.23,0.25,0.16,0.22,0.26,0.18,0.18
g_0,0.53,0.52,0.61,0.58,0.59,0.54,0.26,0.29,0.25,0.24,0.24,0.26,0.19,0.26,0.26,0.26
