,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,1.0,0.76,0.91,1.17,0.89,0.64,0.52,0.43,0.62,0.39,0.45,0.45,0.38,0.41,0.38,0.35
f_1,1.3,1.0,0.87,0.84,0.78,0.74,0.39,0.44,0.39,0.42,0.33,0.41,0.32,0.28,0.33,0.28
d_1,1.11,1.15,1.0,0.93,0.88,0.72,0.51,0.36,0.45,0.55,0.41,0.41,0.36,0.32,0.26,0.26
c_1,0.85,1.19,1.07,1.0,1.29,0.83,0.52,0.5,0.31,0.36,0.36,0.36,0.37,0.3,0.34,0.33
b_1,1.13,1.29,1.14,0.77,1.0,1.2,0.65,0.63,0.48,0.53,0.49,0.4,0.42,0.42,0.37,0.4
a_1,1.56,1.35,1.39,1.21,0.83,1.0,0.73,0.55,0.5,0.57,0.54,0.55,0.45,0.42,0.45,0.4
h_1,1.9,2.61,2.02,1.92,1.45,1.3,1.0,1.06,0.95,0.86,0.77,0.81,0.71,0.7,0.69,0.58
g_1,2.29,2.28,2.75,2.25,1.68,1.72,0.94,1.0,0.96,0.93,1.18,0.91,0.63,0.69,0.7,0.78
d_0,1.73,2.56,2.2,3.23,2.15,1.91,1.04,1.04,1.0,0.84,0.93,0.9,0.82,0.8,0.84,0.76
c_0,2.56,2.35,1.83,2.55,1.88,1.76,1.14,1.05,1.2,1.0,1.03,1.24,0.85,0.81,0.77,0.99
f_0,2.13,2.85,2.45,2.85,2.22,1.78,1.35,0.82,1.1,0.97,1.0,1.03,0.86,1.19,0.67,0.75
b_0,2.26,2.41,2.65,2.92,2.4,1.72,1.23,1.08,1.15,0.81,1.0,1.0,0.96,1.01,0.9,1.25
h_0,2.73,3.06,2.68,2.64,2.43,1.97,1.43,1.58,1.24,1.19,1.09,1.08,1.0,0.82,1.05,0.86
e_0,2.62,3.79,3.11,3.25,2.28,2.41,1.38,1.47,1.2,1.15,0.87,1.01,1.22,1.0,0.77,0.89
g_0,2.75,2.97,3.86,3.13,2.56,2.18,1.51,1.38,1.26,1.29,1.53,1.09,0.94,1.24,1.0,0.92
a_0,2.81,3.51,3.6,2.9,2.68,2.68,1.69,1.27,1.45,1.03,1.38,0.84,1.15,1.09,1.09,1.0
