,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,11406.95,7224.65,6337.28,7111.83,7619.06,30519.82,5686052.51,16729967.23,15998975.62,21551625.19,36945346.53,36054883.62,180303037.44,263582340.8,151553169.19,409878258.06
e_1,4732.78,11598.82,5600.82,8696.94,8319.47,35723.72,7842079.54,25799059.43,13831883.26,23969764.71,41054942.58,68498661.09,195265179.92,334246221.32,196552732.76,501354921.79
d_1,5020.02,3858.07,20125.54,5766.76,7709.12,40373.07,6681394.9,8542913.61,31949623.59,22275750.44,54317183.52,75870925.77,218553392.21,295772532.19,299552065.03,532028011.22
c_1,4398.31,4193.69,5728.96,21256.82,15077.24,38027.52,7039557.3,12478502.51,10933926.06,23499268.53,24281944.86,64510414.96,156777725.2,239896792.41,309042041.29,433631957.75
b_1,3816.29,3689.72,6782.18,6785.44,27239.07,82401.58,7408669.45,14862732.04,14047655.66,27658126.43,25245457.65,67177382.19,199496894.01,202824603.3,242063192.36,466391216.18
a_1,4466.19,3746.13,7431.19,7043.31,8982.15,173920.0,8618940.64,16610497.33,17135950.91,28737273.42,44265461.85,82305113.29,216087367.54,156937161.67,335285458.03,622255337.69
h_1,6388.51,4378.57,8498.37,8151.68,7682.78,36153.16,16390331.18,14956287.74,18355066.35,35107977.94,43645529.9,72387056.73,142872775.6,259330169.83,304007619.74,736435149.5
d_0,4731.04,4486.85,5098.63,14842.02,10162.6,34331.49,7892940.45,25527277.31,10372396.91,25475160.13,41570056.94,69364552.77,204269064.4,266684967.61,287840319.85,471419480.02
c_0,5159.42,4970.64,8363.8,4927.73,7950.95,44067.28,8666721.55,16575921.24,30720821.1,29659791.23,89693233.02,71709348.87,232601699.81,370067078.9,366197062.58,635146304.83
g_1,3885.23,4077.59,12901.3,8037.7,8483.37,35757.02,7581159.98,14299016.31,18060410.74,70896902.59,43885212.52,121616631.01,232310660.24,285980326.25,351715715.57,433785978.13
b_0,5726.12,5151.94,8914.35,7918.92,5305.25,31958.27,7886307.97,15153461.68,18063046.36,30743371.88,87946491.92,81505251.9,228486415.39,664846218.25,388010593.46,581430929.69
f_0,3808.63,3840.0,9250.31,8256.42,10025.82,43740.86,8679170.84,16135480.65,20029902.28,29498741.54,52106781.96,154803728.52,242119282.1,311880431.27,709088681.68,573859310.83
h_0,6169.24,4509.75,8684.55,7726.36,9102.55,39463.02,6178462.86,15787040.47,19755110.09,32894266.48,46618091.56,77262201.91,125877491.67,278862282.93,278516976.52,725509748.58
a_0,4877.73,4505.47,9620.06,8432.19,8710.8,20598.89,7658496.68,16817970.93,21087682.97,31216041.29,56416505.84,94673240.95,232583588.18,687134240.88,336238249.74,682053715.77
e_0,4972.23,2938.52,8370.58,8392.67,11216.9,44577.08,8143933.2,14736923.69,21509234.93,29768157.29,54076006.84,88199951.21,282383838.82,301423263.87,768013713.39,568299428.23
g_0,3878.86,3858.6,12127.25,7836.49,9117.95,39733.54,8432209.68,16683665.93,18132659.99,24149141.39,45467634.0,140196275.88,207422101.43,349073625.56,337440682.78,414332472.82
