,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.82,0.91,1.22,1.07,0.97,1.04,1.13,1.32,0.96,1.0,1.15,1.04,1.0,1.08,1.08
f_1,1.21,1.0,0.96,0.99,0.92,0.93,0.87,1.0,1.0,0.91,0.97,0.91,0.86,0.92,0.82,1.05
d_1,1.12,1.05,1.0,0.94,0.98,0.97,0.91,0.81,1.05,1.23,1.09,0.89,0.99,0.96,0.92,0.84
c_1,0.84,0.99,1.05,1.0,1.32,0.97,1.13,0.98,0.73,0.84,0.82,0.96,1.02,1.01,1.08,1.01
b_1,0.94,1.09,1.03,0.77,1.0,1.43,1.0,1.01,0.95,1.13,1.0,1.12,1.02,0.97,1.15,0.97
a_1,1.01,1.09,1.02,1.04,0.69,1.0,1.16,1.17,1.04,1.01,1.21,1.08,1.11,1.17,1.01,1.15
h_1,0.97,1.14,1.07,0.89,0.93,0.83,1.0,1.16,0.94,0.98,0.96,0.91,1.0,0.89,0.92,1.17
g_1,0.91,0.98,1.22,0.95,0.96,0.81,0.87,1.0,0.89,0.97,0.93,1.14,0.87,1.0,1.06,0.94
d_0,0.77,0.97,0.95,1.38,1.1,0.95,1.1,1.11,1.0,0.85,0.94,1.01,1.07,1.08,1.02,1.05
c_0,1.0,1.11,0.84,1.17,0.91,0.97,1.03,1.02,1.22,1.0,1.33,1.0,1.06,1.14,0.94,1.01
b_0,0.99,1.03,0.94,1.17,1.04,0.83,1.11,1.08,1.07,0.8,1.0,0.99,1.24,1.21,0.95,1.0
f_0,0.91,1.06,1.09,1.06,0.96,0.95,1.1,0.84,1.03,0.99,0.96,1.0,1.07,1.06,1.3,0.9
h_0,0.97,1.15,1.03,0.97,1.01,0.89,1.02,1.13,0.95,0.94,0.87,0.96,1.0,0.93,0.87,1.08
a_0,0.97,1.05,1.05,0.98,1.1,0.85,1.1,1.04,0.96,0.88,0.81,0.9,1.11,1.0,0.98,1.02
e_0,0.91,1.26,1.09,0.93,0.87,0.97,1.08,0.91,0.99,1.08,1.07,0.78,1.13,1.01,1.0,0.96
g_0,0.9,0.97,1.19,0.98,0.99,0.88,0.85,1.01,0.95,1.0,0.98,1.12,0.91,0.99,1.0,1.0
