,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.13,4.4,3.93,5.21,5.33,4.55,1.06,1.24,1.68,0.97,0.93,2.56,0.56,1.05,0.81,1.18
e_1,3.02,1.13,5.35,5.63,5.63,5.04,1.51,1.31,1.48,1.05,1.02,1.41,0.81,0.92,0.93,2.5
d_1,5.2,6.04,1.12,5.55,6.06,5.18,1.35,3.41,0.89,1.17,0.94,0.96,0.63,1.03,0.52,1.07
c_1,5.75,5.02,8.2,1.13,4.97,5.19,1.47,0.61,1.96,2.13,1.17,1.05,0.95,1.09,0.68,0.88
b_1,7.2,6.99,6.67,3.34,1.14,8.14,2.18,1.31,1.85,1.69,3.19,1.32,0.94,1.37,1.14,1.11
a_1,13.91,9.61,10.78,11.15,4.63,1.14,4.46,2.11,4.99,1.83,2.75,2.11,1.84,4.51,1.45,2.04
h_1,20.11,18.72,17.96,18.8,16.72,12.21,1.8,3.44,5.46,4.05,3.73,3.38,4.78,3.3,2.61,3.49
d_0,22.57,11.34,50.67,25.87,21.58,19.79,7.81,2.31,7.16,5.12,5.12,4.47,3.33,4.87,3.81,4.21
g_1,24.84,22.9,20.7,24.88,24.51,22.12,4.88,5.8,1.83,4.7,4.86,4.63,2.69,4.93,6.65,4.26
c_0,23.42,24.62,12.0,53.9,27.03,26.86,8.63,6.24,6.25,2.38,4.94,4.63,3.98,4.57,3.77,5.21
b_0,27.41,23.04,20.21,37.17,49.86,23.21,7.39,5.85,8.05,2.78,2.42,5.02,3.56,5.0,3.26,4.1
f_0,66.09,21.79,25.72,24.69,29.21,32.98,9.53,5.16,4.57,4.49,5.84,2.38,4.06,5.44,2.49,4.75
h_0,33.34,30.73,33.61,39.44,41.91,29.84,17.45,8.37,8.47,6.39,6.02,6.63,9.23,6.27,5.65,4.75
a_0,37.01,44.94,30.59,38.96,54.57,58.75,15.19,11.4,9.61,8.38,4.22,7.67,5.56,2.8,6.16,10.25
g_0,45.69,37.06,42.44,43.12,45.9,50.81,9.21,8.58,23.85,8.38,8.5,9.42,4.32,6.07,9.42,6.98
e_0,66.09,58.93,38.15,53.02,45.19,43.72,11.71,7.26,14.31,8.73,8.63,3.51,6.44,10.28,5.3,2.78
