,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,10166.42,5607.76,6898.9,11667.45,15439.64,72021.72,7130476.5,12627072.68,34740605.27,23843341.15,29640109.01,75667819.31,130113464.0,199149551.75,202589865.7,626209400.56
f_1,7261.76,12199.99,7293.49,9592.49,13916.25,66483.75,6698340.21,10791883.61,21332975.27,23899522.31,32011278.1,52984826.58,113532448.43,177192068.63,203876269.7,612591609.92
d_1,4377.42,5800.7,18660.03,7621.18,15499.3,75318.21,7532920.85,14246637.67,15751173.46,44759398.86,39555901.12,88277515.65,125976338.35,205692570.98,277529486.81,810448894.6
c_1,4369.27,5420.66,7276.64,22929.19,26275.07,76553.57,7380988.49,12587122.2,19168921.84,14851010.62,21857082.07,80082035.3,116127451.19,176685760.95,258387249.23,609021277.72
b_1,4488.2,5519.53,8337.01,9045.68,42289.16,138791.24,7174497.32,12705206.71,19273645.62,20402620.49,19766184.16,88219206.57,88918468.89,198245046.24,270006011.99,753243651.05
a_1,5055.43,5861.27,8229.36,9094.25,14564.9,290819.49,7858162.11,14255254.54,19202009.21,27237834.21,30312313.5,83617952.48,110662354.64,205419659.76,321923099.73,752179816.2
h_1,4897.88,7464.61,9840.34,10530.44,15990.74,64911.12,13059157.22,17203023.44,19601798.25,25558806.93,31274673.85,89927844.07,126563148.32,151387879.3,304746286.31,953539290.34
g_1,4433.06,4942.74,12251.58,10528.93,15994.03,73382.77,7566308.36,27257271.86,22714061.48,27772239.87,31644601.56,129097412.28,128015149.88,223334418.78,321483547.53,568559760.76
d_0,4992.84,5512.65,6892.24,16836.57,19156.81,78545.38,7634058.97,13538617.84,30811628.79,20166661.87,28632358.41,90201308.86,126915904.37,214040693.13,297667483.68,745513887.83
c_0,5171.76,6259.54,8969.27,9060.07,15439.21,71923.13,7820873.64,14191635.61,23669581.34,42013524.59,61331707.95,106799929.11,183765715.66,238603762.51,304127339.09,865165437.03
b_0,5217.93,6425.69,8592.48,11408.19,13009.67,64781.35,7858162.11,13955143.92,23195666.53,26537432.76,53938967.07,97330015.19,258204295.7,239451036.64,305858567.84,774446511.12
f_0,4241.27,5209.12,9716.13,10779.98,16140.48,93405.4,7360586.97,14946274.69,25412299.48,31534741.53,33768051.84,166822667.26,165357726.72,244340358.52,616563915.02,898344707.34
a_0,5839.43,6932.12,8907.94,9968.14,16082.75,65566.36,7953385.92,14002891.48,20339946.39,27654627.92,37964004.44,92839672.3,213611604.98,232052377.69,342474573.75,740944411.53
h_0,4920.44,7847.19,8982.11,10256.31,15884.76,76990.33,5825408.37,13812944.86,20388500.95,26400613.08,34699275.81,79935861.4,113612870.12,164156667.12,351597567.22,843933131.95
e_0,4381.44,6675.19,8912.27,10299.41,18698.14,84345.2,8435390.87,15008657.75,20283485.03,25462656.87,33395220.98,90791914.85,134950813.67,216303062.95,544222250.85,839495981.13
g_0,4300.56,5843.35,12576.29,9615.6,15264.19,70042.69,7672102.45,11922461.89,17859199.36,30600378.82,31425759.23,133667184.77,130315437.52,208328461.14,353100458.96,668354287.2
