,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
f_1,0.01,0.11,0.1,0.09,0.1,0.16,0.14,0.26,0.25,0.22,,0.29,0.22,0.32,0.3,0.46
e_1,0.05,0.01,0.1,0.09,0.11,0.17,0.21,0.22,0.26,0.19,0.33,0.28,0.31,0.31,,0.35
d_1,0.07,0.08,0.01,0.1,0.1,0.18,0.2,0.17,,0.26,0.24,0.19,0.25,0.32,0.31,0.23
c_1,0.06,0.05,0.05,0.01,0.09,0.11,0.11,0.14,0.07,,0.16,0.16,0.19,0.2,0.19,0.25
b_1,0.04,0.03,0.04,0.02,,0.08,0.08,0.08,0.08,0.09,0.08,,0.13,0.14,0.14,
a_1,0.01,0.01,0.01,0.01,0.01,,0.03,0.02,0.02,0.03,0.04,0.04,0.04,,,0.05
h_1,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
