,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.66,1.05,0.99,1.09,1.07,0.84,0.36,0.38,0.35,0.51,0.34,0.41,0.24,0.32,0.31,0.3
e_1,0.8,0.66,1.0,1.19,1.07,0.97,0.58,0.55,0.38,0.49,0.46,0.55,0.35,0.39,0.48,0.4
d_1,1.21,1.27,0.63,1.07,1.15,0.86,0.45,0.55,0.49,0.34,0.37,0.37,0.34,0.38,0.34,0.22
c_1,1.13,1.02,1.31,0.64,1.21,0.99,0.48,0.27,0.4,0.43,0.33,0.39,0.33,0.37,0.37,0.34
b_1,1.21,1.16,1.16,0.73,0.63,1.42,0.6,0.43,0.55,0.55,0.62,0.43,0.38,0.36,0.4,0.4
a_1,1.73,1.33,1.44,1.24,0.79,0.57,0.69,0.52,0.57,0.7,0.55,0.49,0.37,0.68,0.44,0.36
h_1,1.97,1.59,1.76,1.83,1.54,1.35,0.55,0.61,0.63,0.85,0.63,0.54,0.59,0.55,0.56,0.51
d_0,1.86,1.2,2.14,2.49,1.96,1.71,0.94,0.59,0.76,0.87,0.64,0.78,0.61,0.7,0.74,0.64
c_0,2.15,2.15,1.17,2.44,1.85,1.69,0.9,0.88,0.57,0.92,0.86,0.61,0.61,0.7,0.6,0.52
g_1,1.93,1.89,2.12,2.29,1.89,1.52,0.67,0.68,0.69,0.53,0.78,0.75,0.46,0.61,0.58,0.61
b_0,2.22,1.8,1.78,2.59,2.21,1.92,0.86,0.79,0.47,0.78,0.55,0.6,0.59,0.74,0.55,0.49
f_0,2.6,1.9,1.99,2.11,2.0,1.92,1.01,0.79,0.89,0.64,0.9,0.53,0.64,0.81,0.9,0.46
h_0,2.38,2.04,2.09,2.28,2.03,2.03,1.2,0.77,0.78,0.99,0.82,0.79,0.75,0.7,0.65,0.7
a_0,2.49,2.34,1.92,2.37,2.96,2.26,0.97,0.8,0.71,1.1,0.54,0.72,0.86,0.54,0.62,0.63
e_0,2.91,2.44,2.3,2.31,2.37,2.08,1.02,0.83,0.85,1.04,0.98,0.46,0.83,0.84,0.55,0.6
g_0,2.73,2.29,2.34,2.49,2.13,2.19,0.93,0.93,0.9,1.22,0.96,0.86,0.58,0.89,0.79,0.71
