,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.5,0.73,0.92,0.63,0.55,0.44,0.76,1.34,0.74,0.71,0.82,0.83,0.83,0.65,0.54,0.8
f_1,1.02,1.52,0.73,0.63,0.59,0.59,0.64,0.76,0.71,0.74,0.74,0.52,0.77,0.56,0.5,0.66
c_1,0.62,0.69,1.53,0.74,1.04,0.45,0.73,0.75,0.71,0.4,0.65,0.75,0.86,0.68,0.6,0.7
d_1,0.68,0.73,0.57,1.55,0.72,0.56,0.86,0.58,0.71,1.25,0.83,0.75,0.9,0.72,0.69,0.73
b_1,0.75,0.69,0.61,0.7,1.6,1.05,0.68,0.83,0.67,0.78,0.44,0.74,0.91,0.66,0.73,0.67
a_1,0.94,0.78,0.75,0.75,0.54,1.73,0.84,0.77,0.8,0.89,0.96,0.8,1.11,0.54,0.7,0.95
h_1,0.89,1.25,0.83,0.99,0.77,0.67,1.79,1.03,1.27,1.01,0.96,1.04,0.78,0.9,0.74,1.35
d_0,0.85,1.05,1.52,0.58,0.91,0.74,1.17,1.57,0.86,0.85,1.1,1.01,1.12,0.95,1.01,1.0
g_1,0.83,0.88,0.87,1.31,0.81,0.72,0.95,1.09,1.84,1.11,1.16,1.51,1.06,0.84,0.93,0.91
c_0,0.96,1.13,0.86,0.92,0.77,0.79,1.2,1.19,1.04,1.61,1.89,1.09,1.35,0.96,1.12,1.13
b_0,0.97,0.99,1.11,1.1,0.53,0.68,1.13,1.22,1.01,0.92,1.67,1.09,1.3,1.65,1.26,1.13
f_0,0.81,0.85,1.03,1.03,0.97,0.85,1.15,1.24,0.92,1.06,1.28,1.66,1.24,0.88,1.83,1.29
h_0,0.96,1.38,1.02,1.03,0.82,0.67,0.95,1.17,1.32,1.1,1.11,1.15,1.0,0.96,0.94,1.39
a_0,1.0,1.21,1.04,1.14,0.94,0.63,1.18,1.49,0.94,1.44,1.02,1.14,1.34,1.71,1.01,1.06
e_0,0.72,1.33,1.17,1.06,0.97,1.11,1.35,1.14,1.0,1.02,0.98,0.92,1.37,0.97,1.75,1.47
g_0,0.97,0.95,0.93,1.67,1.07,0.82,1.0,0.99,0.77,1.07,1.29,1.46,1.18,1.08,1.05,0.94
