,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.52,1.42,0.8,0.92,0.77,0.59,0.92,0.86,0.89,1.06,0.96,0.65,0.94,0.86,0.64,0.94
e_1,0.83,1.53,0.85,1.12,0.82,0.74,1.03,0.98,0.91,1.68,1.09,1.08,1.24,0.93,0.75,1.0
d_1,0.97,0.89,1.56,0.71,0.84,0.68,1.08,0.99,1.6,0.86,1.12,1.05,1.12,1.05,0.9,1.02
c_1,0.95,0.74,0.99,1.58,1.41,0.7,1.0,0.97,0.75,0.92,0.76,0.95,1.02,0.95,0.81,0.89
b_1,0.98,0.95,0.88,0.73,1.62,1.48,1.08,0.93,1.05,1.02,0.85,0.96,1.08,0.78,0.93,0.94
a_1,1.25,0.97,1.05,1.1,0.67,1.76,1.19,1.03,1.2,1.26,1.27,1.11,1.45,0.75,1.08,0.87
h_1,1.56,1.14,1.15,1.0,1.01,0.88,1.82,1.28,1.27,1.26,1.22,1.11,1.21,1.02,1.0,1.56
g_1,1.14,1.03,1.49,1.11,1.14,0.91,1.3,1.9,1.41,1.03,1.42,1.73,1.47,1.22,1.12,1.14
c_0,1.36,1.23,1.08,1.06,0.92,0.87,1.39,1.2,1.81,1.62,2.13,1.26,1.52,1.42,1.16,1.41
d_0,1.29,1.01,0.9,1.84,1.11,0.89,1.27,1.36,0.89,1.69,1.3,1.2,1.59,1.23,1.18,1.33
b_0,1.42,1.02,1.2,1.36,1.02,0.74,1.43,1.14,1.29,1.24,1.81,1.18,1.58,2.01,1.28,1.39
f_0,1.37,0.98,1.22,1.19,1.13,1.0,1.57,1.21,1.56,1.43,1.61,1.89,1.62,1.39,2.03,1.31
h_0,1.63,1.17,1.27,1.34,1.13,0.77,1.15,1.56,1.38,1.38,1.31,1.35,1.3,1.25,1.33,1.64
a_0,1.41,1.22,1.13,1.34,1.29,0.92,1.64,1.28,1.36,1.44,1.29,1.36,1.69,1.81,1.35,1.61
e_0,1.78,1.17,1.27,1.39,0.98,0.96,1.74,1.41,1.58,1.43,1.48,1.24,1.62,1.37,1.87,1.43
g_0,1.14,1.17,1.7,1.31,1.22,1.15,1.33,1.32,1.6,1.25,1.48,1.95,1.42,1.15,1.35,1.34
