,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.52,1.39,0.85,0.82,0.85,0.59,0.89,0.86,0.92,1.06,0.87,0.8,1.05,0.95,0.94,0.62
e_1,0.86,1.54,0.86,1.12,0.81,0.75,1.1,0.92,1.01,1.63,1.06,1.07,1.12,0.93,1.13,0.78
d_1,1.04,0.89,1.55,0.71,0.8,0.8,1.03,0.99,1.65,0.91,1.15,1.0,1.13,0.86,0.99,0.85
c_1,0.95,0.77,0.97,1.59,1.37,0.69,0.98,0.88,0.73,0.83,0.76,1.02,1.06,0.74,1.08,0.87
b_1,0.92,0.96,0.97,0.78,1.61,1.27,1.16,0.97,1.15,1.05,0.83,0.97,1.25,0.74,1.03,0.88
a_1,1.2,0.96,1.04,1.03,0.75,1.75,1.14,1.1,1.04,1.23,1.32,1.05,1.28,0.83,1.14,1.11
h_1,1.44,0.97,1.33,1.09,0.9,0.86,1.82,1.52,1.3,1.25,1.43,1.16,1.21,1.12,1.65,1.19
g_1,1.09,1.09,1.56,1.14,1.05,0.87,1.16,1.88,1.41,1.06,1.36,1.75,1.24,1.15,1.18,1.12
c_0,1.33,1.15,1.1,1.1,0.97,1.09,1.43,1.35,1.77,1.48,2.19,1.53,1.58,1.46,1.61,1.21
d_0,1.16,1.0,1.03,1.89,1.15,0.92,1.25,1.43,0.98,1.73,1.29,1.27,1.28,1.09,1.36,1.31
b_0,1.39,1.1,1.21,1.29,1.06,0.84,1.43,1.4,1.25,1.4,1.8,1.4,1.61,2.09,1.62,1.29
f_0,1.18,0.99,1.26,1.26,1.19,1.1,1.64,1.27,1.41,1.45,1.49,1.82,1.53,1.26,1.41,2.14
h_0,1.54,1.22,1.32,1.16,1.08,0.99,1.27,1.73,1.38,1.44,1.32,1.42,1.26,1.35,1.8,0.98
a_0,1.3,1.18,1.52,1.24,1.23,0.77,1.59,1.47,1.41,1.39,1.28,1.42,1.64,1.88,1.67,1.29
g_0,1.31,1.07,1.7,1.21,1.12,1.09,1.46,1.36,1.43,1.3,1.43,1.83,1.46,1.29,1.26,1.51
e_0,1.52,0.94,1.36,1.38,1.17,1.01,1.48,1.48,1.58,1.22,1.41,1.22,1.74,1.42,1.44,1.9
