,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,11735.37,4676.35,4065.95,8559.81,14794.88,78620.84,4617709.71,9547877.38,14112992.12,26414539.03,22838000.88,40006002.87,160204678.65,169477562.61,137163334.19,321413885.59
f_1,7518.6,12813.26,4404.95,6987.77,10933.01,74573.83,4061261.3,9314843.4,13823702.54,15261470.31,21193788.04,23436265.73,144608237.31,172715023.51,123178427.45,292198827.2
d_1,4139.35,5346.96,13166.01,5419.5,12024.3,78502.1,4875204.29,11388041.58,25866078.32,10716208.89,26325861.72,39440535.7,165483471.15,200154535.17,227594492.9,351828542.61
c_1,4082.43,4717.86,3810.8,21749.27,28830.1,72748.64,3575316.14,8674953.49,7937403.21,16169974.78,15381266.7,32747745.98,149440838.97,180211212.32,173225489.12,272994527.69
b_1,3987.51,4570.75,4670.38,6781.35,52036.0,190120.83,4396035.98,9503637.82,13710915.31,12788213.89,12113662.5,29678002.42,154942182.91,136914546.82,183503615.95,317352701.88
a_1,4010.57,4956.03,5558.13,8091.13,12418.13,458079.31,4309401.75,8776064.79,13247748.11,17418268.82,21492744.06,33638719.06,194994389.18,111161570.52,207876669.51,341296338.27
h_1,4456.15,6681.6,5560.16,7651.28,17026.1,77444.84,9218110.38,14364817.24,14802278.42,14665093.22,21935846.63,34905937.62,120429349.47,223180908.72,222034497.01,486643642.55
g_1,3708.08,4319.74,8526.28,6238.77,14844.85,87601.83,5017184.92,26269268.4,16704007.39,12417668.24,19979107.43,63797310.85,189712090.86,201779325.13,238181757.61,277305629.4
c_0,4907.57,5778.93,5877.65,6160.63,11799.38,86636.52,4945274.04,11990981.79,24727230.45,16168947.65,40556402.81,40662086.46,192446925.12,246132069.37,245710491.33,414309778.05
d_0,4157.47,4762.41,3236.23,14562.46,17960.62,78621.69,4411717.63,11029590.3,12170595.26,27701482.5,20498356.65,43057232.75,160849016.63,217054717.54,226502752.31,346813874.2
b_0,5174.48,5709.58,5149.29,8148.2,11098.41,69582.09,5328461.83,10711440.17,15202026.16,18920787.03,39715644.03,46406072.4,200208497.35,397727274.99,262273282.83,400048946.54
f_0,3415.28,4433.68,5694.76,9170.3,16566.64,88341.35,5087570.06,12242384.84,16745550.58,18964589.76,26075796.22,73853621.58,209152772.32,229402888.39,521879465.12,353725046.38
h_0,4847.39,7513.41,5612.98,6522.74,14629.29,80535.36,3355089.24,12636130.39,16594662.1,16207453.0,20276640.7,42120418.87,134561242.22,220597724.31,249261678.59,496393687.12
a_0,4861.75,5338.72,6485.75,7524.88,16314.34,68039.15,4848729.51,11032958.85,16846922.53,15370253.9,22410275.62,37424833.93,194632851.68,386948331.53,207747829.44,395407088.1
e_0,2932.63,5482.24,5498.45,10560.45,17379.18,83841.79,4979071.7,10095633.05,14547556.39,18121719.1,26744491.97,44705306.89,183082367.25,239462684.27,501781956.37,391271354.14
g_0,4183.6,5117.52,7746.9,7045.35,14683.29,81540.25,5065718.68,9350950.5,17207284.51,14162351.9,23547557.38,58842544.59,158979086.41,213877835.65,250474362.56,319245661.71
