,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.33,1.18,1.27,0.92,0.97,0.8,2.09,3.62,1.84,1.92,2.05,2.06,2.63,1.81,1.4,2.37
f_1,1.73,2.33,1.07,0.9,0.96,0.74,1.82,2.33,1.66,1.8,1.93,1.33,2.67,1.72,1.24,2.45
c_1,0.95,1.04,2.52,0.88,1.83,1.04,1.72,2.14,1.94,1.37,1.39,1.93,2.55,1.51,1.79,2.15
d_1,1.03,1.24,0.78,2.57,0.88,0.76,1.92,1.51,1.86,3.73,2.62,2.16,2.89,2.19,2.04,2.36
b_1,1.06,1.09,1.13,1.01,2.64,1.58,1.68,1.9,1.7,1.78,1.31,2.12,2.76,1.23,1.67,2.44
a_1,1.06,1.2,1.1,1.13,0.87,3.05,2.12,2.18,1.87,2.29,2.33,1.94,2.62,1.68,1.72,2.4
h_1,1.24,1.57,0.99,1.1,0.9,0.74,3.65,2.01,2.08,2.27,2.46,2.04,2.3,2.2,1.8,3.09
d_0,0.99,1.16,1.85,0.82,1.38,0.87,2.0,3.21,1.78,1.63,1.93,2.13,2.95,1.64,2.0,2.57
g_1,1.07,1.18,1.05,1.64,0.95,0.74,2.01,2.32,3.71,2.5,2.68,3.12,3.01,2.14,2.27,2.04
c_0,1.28,1.27,0.8,1.2,0.76,0.86,2.3,2.2,1.99,3.58,4.29,2.46,3.49,2.88,2.3,2.88
b_0,1.21,1.26,1.11,1.19,0.77,0.8,2.57,2.38,2.0,2.27,3.57,2.65,2.88,3.99,1.95,2.97
f_0,0.94,0.98,1.27,1.22,1.02,1.15,1.95,2.32,2.26,2.46,2.68,3.72,3.19,2.62,3.79,2.68
h_0,1.27,1.5,1.11,1.11,1.02,0.85,1.54,1.96,2.38,1.82,2.26,2.09,2.52,1.94,1.88,3.0
a_0,1.32,1.18,1.29,1.16,0.93,0.71,2.11,2.59,1.99,2.11,2.5,2.36,3.38,3.85,2.33,2.56
e_0,0.93,1.22,1.19,1.17,1.17,0.88,2.08,2.0,1.97,2.34,2.59,2.48,3.61,2.24,3.88,3.24
g_0,1.1,1.01,0.94,1.68,1.16,0.95,2.11,1.84,1.86,2.33,2.21,3.44,3.14,2.16,2.31,2.15
