,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.45,1.16,1.87,2.07,2.16,2.14,0.67,0.73,0.5,0.43,0.4,0.52,0.31,0.4,0.89,0.26
f_1,1.96,0.44,1.8,2.04,2.13,1.63,0.41,0.6,0.43,0.33,0.4,0.79,0.19,0.41,0.33,0.38
d_1,2.83,2.45,0.41,2.08,1.79,1.77,0.57,0.34,1.19,0.39,0.4,0.34,0.37,0.34,0.42,0.21
c_1,1.68,2.15,3.21,0.41,1.77,2.23,0.6,0.61,0.24,0.88,0.45,0.47,0.32,0.48,0.45,0.31
b_1,2.07,2.32,2.73,1.18,0.39,2.73,0.74,0.93,0.44,0.62,0.91,0.47,0.3,0.56,0.44,0.36
a_1,2.43,3.57,2.92,4.07,1.5,0.31,0.78,0.91,0.59,0.69,0.78,0.57,0.56,1.12,0.46,0.45
h_1,3.06,3.91,2.92,3.29,4.0,3.0,0.34,1.01,0.66,0.59,0.65,0.71,0.84,0.78,0.58,0.49
g_1,4.05,4.69,3.45,4.18,3.35,3.19,0.76,0.3,0.7,0.71,0.7,0.66,0.4,0.68,0.8,0.79
d_0,1.95,3.75,8.2,3.93,3.81,4.12,1.36,1.29,0.41,0.82,0.85,0.9,0.49,1.13,0.76,0.59
c_0,4.07,3.99,1.76,12.33,4.6,3.49,1.22,1.05,1.1,0.4,0.84,0.86,0.54,0.74,0.69,0.61
b_0,4.16,3.78,2.92,4.94,8.89,3.97,1.12,1.18,0.95,0.4,0.36,0.75,0.59,0.86,0.67,0.6
f_0,4.28,8.34,3.26,3.66,4.49,2.99,1.24,0.69,0.93,0.84,1.08,0.35,0.63,1.05,0.82,0.4
h_0,4.28,4.2,4.21,5.33,4.3,4.01,2.44,1.39,0.99,0.8,0.87,0.8,1.24,0.9,0.67,0.73
a_0,5.12,5.38,3.78,5.22,6.2,10.12,1.34,1.58,0.99,0.77,0.42,1.04,0.86,0.31,0.86,0.57
e_0,8.74,8.51,4.44,4.3,4.65,5.35,1.29,1.17,1.06,0.85,1.09,0.55,0.69,0.73,0.33,0.67
g_0,5.11,4.86,5.78,5.71,5.83,4.48,1.1,2.07,1.17,1.03,1.02,0.98,0.49,0.95,1.08,1.13
