,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,9846.09,152.06,205.36,241.49,393.08,2198.96,263997.41,262469.72,1025569.01,631086.15,1037972.39,877020.71,4247729.74,4822190.53,,13339229.45
f_1,233.29,10616.24,203.54,295.67,476.35,3020.68,268045.56,417121.74,520647.57,466009.65,1020954.7,,4423450.97,3207812.13,4961613.37,12038910.26
d_1,100.91,166.97,15714.21,249.56,361.99,2414.49,262697.75,400968.28,,1181152.31,1210942.17,1348175.86,4664075.17,2921292.31,5930459.18,13561747.44
c_1,144.98,152.53,190.9,22832.42,825.13,2142.58,283066.47,391552.59,513363.47,,805927.27,1037649.26,4252525.66,5311911.93,7303185.58,11690624.4
b_1,150.59,162.5,214.37,301.96,40733.66,,241130.56,318383.5,611389.84,514493.19,,1514722.54,4341036.26,2430070.89,3758659.08,14440078.31
a_1,161.91,146.75,155.05,195.2,,415644.71,401132.33,361870.16,472529.95,606423.62,1165721.69,1483235.02,5065532.28,,,12533095.85
h_1,505.53,705.93,664.46,930.75,1969.31,7533.49,15295350.03,1661571.34,2042051.22,2366798.35,3935701.9,5533495.57,,10491463.82,17475707.37,74331866.71
g_1,396.63,496.46,1012.86,1066.71,1444.66,8708.4,939937.71,21157341.76,1498027.1,2079795.86,5375421.24,8402495.31,15229398.02,,29302842.12,
d_0,734.45,616.4,,2383.92,2229.27,10336.9,1889942.68,1884705.73,16881763.56,1833908.66,4147415.52,5840504.27,27272227.66,24804751.78,21923547.5,68433824.64
c_0,714.12,645.13,768.68,,1512.25,12621.9,1565313.6,2227088.61,2423443.09,19049592.18,11429646.58,6656125.57,19484525.47,15324238.88,26490953.23,64277924.35
b_0,821.17,738.4,998.56,997.26,,14859.52,1474250.6,1383784.83,2936986.31,2379977.85,39125618.72,6436818.75,22938752.88,40326781.11,22980104.01,81979246.03
f_0,394.57,,1060.63,1396.28,2148.87,11398.94,1118489.95,1779228.01,2228243.73,2722365.33,5497031.54,55884336.6,32486082.69,19162302.37,67995060.95,66980652.43
h_0,921.71,1209.62,1510.84,1501.65,3093.24,23140.15,,2783860.76,3635164.64,4315315.78,7385310.1,13193391.76,,35155606.85,37645038.81,192833773.06
a_0,542.22,789.86,865.4,1508.55,1795.41,,2117256.09,,2327158.61,2411655.55,6602210.39,5820989.46,20241247.12,214844839.5,,
e_0,,798.02,1038.71,1371.7,1836.61,,955959.38,1542722.84,3808904.12,2631467.9,6264325.53,6351548.4,19982709.36,,335276126.86,104953798.36
g_0,741.57,872.94,2420.94,1953.76,2650.82,22771.85,2360113.36,,3038081.39,4103166.56,5353488.88,20747134.94,33555222.72,,39618517.6,
