,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.07,3.48,3.02,3.71,2.64,2.36,0.99,1.2,0.99,0.91,0.96,1.71,0.69,0.8,0.72,0.75
e_1,2.16,1.07,3.63,3.36,3.62,2.85,1.12,1.34,1.05,1.01,1.0,1.21,0.74,1.07,2.03,0.56
d_1,3.97,3.96,1.06,3.62,3.39,2.78,1.3,0.87,2.5,1.03,1.0,0.82,0.7,0.83,0.91,0.49
c_1,3.38,3.09,4.42,1.07,4.46,2.99,1.44,1.2,0.68,1.64,0.89,0.95,0.69,0.78,0.75,0.78
b_1,4.96,4.03,3.92,2.16,1.07,4.52,1.79,1.65,1.29,1.45,2.32,1.09,0.95,0.92,0.89,1.01
a_1,6.57,5.77,4.77,4.89,3.03,1.07,2.8,2.2,1.79,1.85,2.29,1.54,1.33,3.97,1.31,1.39
h_1,6.98,8.24,6.64,7.03,6.96,5.43,1.38,3.41,2.3,1.88,1.87,1.99,2.97,2.06,1.79,2.16
g_1,9.38,8.55,9.17,9.68,6.64,6.98,2.37,1.39,2.38,2.26,2.14,2.89,1.69,1.95,2.25,1.69
d_0,8.36,5.59,13.22,9.06,9.87,6.98,3.36,3.77,1.64,2.63,2.36,2.36,1.89,2.32,2.07,2.2
c_0,11.16,10.6,5.56,24.7,8.51,8.01,4.82,3.4,3.37,1.61,3.0,2.47,2.43,2.92,2.98,2.46
b_0,9.27,8.72,9.25,16.12,16.84,6.91,3.88,3.8,3.19,1.74,1.59,2.79,2.67,3.22,2.48,2.01
f_0,26.77,9.18,10.66,11.55,9.12,12.51,4.36,2.46,3.28,2.78,2.94,1.59,2.28,2.41,3.69,1.95
h_0,13.42,11.92,11.79,12.78,11.12,9.54,5.6,4.1,4.65,2.85,2.91,2.99,4.86,2.99,2.69,2.92
a_0,14.0,10.52,13.53,20.05,10.55,,4.09,5.19,4.38,3.47,1.94,3.14,2.84,1.69,2.28,2.23
e_0,25.36,17.0,12.18,15.62,11.15,15.5,4.89,3.76,4.23,3.01,4.44,1.86,3.2,3.58,1.71,2.9
g_0,12.81,20.15,16.35,16.01,14.21,13.78,3.83,8.37,4.59,4.1,3.72,4.05,2.47,3.61,3.65,
