,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.87,2.77,1.36,1.69,1.38,1.17,5.21,4.89,5.8,6.12,6.68,3.26,9.71,6.9,5.54,8.66
e_1,1.64,5.89,1.41,1.65,1.54,1.35,6.55,5.16,12.72,7.26,7.61,8.12,12.41,7.7,4.31,11.36
d_1,1.46,1.38,6.41,1.25,1.49,1.58,5.28,6.35,3.55,13.44,8.28,8.1,12.23,8.47,9.19,12.55
c_1,1.73,1.54,1.33,6.7,2.95,1.18,4.28,4.81,6.26,2.44,4.07,6.84,10.28,6.98,6.55,9.13
b_1,1.48,1.24,1.48,1.52,7.94,3.49,6.83,4.83,7.71,6.29,3.24,7.4,8.18,5.51,6.61,10.27
a_1,1.82,1.4,1.5,1.75,1.18,11.22,6.14,5.35,7.39,6.59,7.04,7.08,9.59,4.18,8.32,9.32
h_1,2.83,1.6,2.01,1.5,1.65,1.68,15.56,10.02,9.2,7.82,9.06,8.47,9.07,7.99,9.07,17.28
g_1,1.68,1.5,2.99,1.87,1.63,1.66,5.85,19.04,6.81,8.59,9.28,12.74,13.96,8.96,9.08,9.45
d_0,1.92,1.6,0.95,3.9,2.04,1.62,6.16,6.86,16.0,6.08,8.76,8.38,13.24,9.21,10.92,14.63
c_0,1.84,1.58,2.34,1.22,1.44,1.5,7.32,9.3,9.2,17.6,20.34,9.71,18.43,12.92,9.92,16.54
b_0,2.05,1.88,2.26,1.85,0.84,1.21,7.28,7.89,8.82,8.71,18.9,9.65,15.69,21.19,10.88,14.15
f_0,1.31,1.33,2.37,2.14,1.69,1.92,7.38,6.49,11.17,9.21,9.73,20.9,15.2,11.15,19.66,16.75
h_0,2.59,1.86,2.33,1.91,1.52,1.56,3.91,8.63,9.03,7.74,9.21,7.76,8.52,10.32,8.33,17.07
a_0,2.08,1.83,2.31,2.12,1.81,1.01,6.92,7.75,9.12,8.25,9.09,10.81,16.69,23.3,11.7,16.86
e_0,2.27,1.23,1.95,2.13,1.75,1.68,6.33,7.44,9.47,10.8,10.16,9.17,17.42,11.85,27.23,16.35
g_0,1.48,1.58,3.21,2.04,1.64,1.88,5.49,5.22,8.25,8.27,8.61,16.2,11.9,10.12,11.41,8.44
