,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.75,0.86,1.06,0.95,0.81,0.69,1.08,0.71,0.65,0.68,0.63,0.66,0.67,0.59,0.52
f_1,1.33,1.0,0.81,0.91,1.05,0.88,0.55,0.67,0.7,0.67,0.58,0.65,0.45,0.49,0.5,0.63
d_1,1.16,1.24,1.0,0.95,0.75,0.8,0.82,0.61,0.51,0.81,0.64,0.69,0.57,0.51,0.62,0.45
c_1,0.94,1.1,1.05,1.0,1.33,0.76,0.73,0.49,0.77,0.54,0.68,0.63,0.58,0.6,0.58,0.56
b_1,1.06,0.96,1.34,0.75,1.0,1.57,0.68,0.59,0.73,0.86,0.73,0.67,0.59,0.64,0.52,0.56
a_1,1.23,1.14,1.26,1.32,0.64,1.0,0.94,0.71,0.85,0.66,0.84,0.68,0.88,0.52,0.79,0.76
h_1,1.45,1.83,1.29,1.4,1.32,1.08,1.0,1.05,0.9,0.77,0.94,0.81,0.98,0.73,0.79,1.09
d_0,0.88,1.55,1.57,2.1,1.77,1.5,0.97,1.0,1.01,0.75,0.89,0.87,0.96,0.84,0.85,0.98
g_1,1.42,1.5,1.97,1.25,1.39,1.19,1.09,1.0,1.0,1.03,0.79,1.14,0.81,1.06,0.89,0.71
c_0,1.5,1.55,1.22,1.85,1.24,1.39,1.31,1.3,1.06,1.0,1.29,1.0,0.88,1.08,0.72,1.0
b_0,1.45,1.65,1.51,1.66,1.4,1.17,1.14,1.13,1.25,0.76,1.0,1.07,1.11,1.15,1.08,1.03
f_0,1.55,1.43,1.53,1.56,1.57,1.39,1.23,1.23,0.88,0.93,0.87,1.0,1.05,0.86,1.19,0.8
h_0,1.49,2.25,1.81,1.66,1.63,1.19,1.05,1.1,1.2,1.13,0.92,0.91,1.0,0.84,0.67,1.15
a_0,1.45,2.08,1.8,1.88,1.64,1.41,1.43,1.13,0.94,0.87,0.88,1.05,1.17,1.0,0.86,0.84
e_0,1.37,2.14,1.7,1.83,1.91,1.3,1.25,1.16,1.07,1.29,0.93,0.81,1.4,1.12,1.0,1.06
g_0,1.77,1.56,2.26,1.76,1.73,1.24,0.91,1.02,1.26,1.01,1.07,1.26,0.88,1.14,0.96,1.0
