,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,101.85,52.8,81.28,64.02,100.24,274.71,10567.53,27301.59,16344.97,21334.93,27059.99,47356.17,87915.49,85217.47,71188.12,142183.83
f_1,67.75,113.41,58.21,64.87,94.87,236.11,7785.78,16469.43,16790.42,20650.95,25095.55,24312.87,68201.53,75783.85,66110.95,140566.64
c_1,38.52,53.56,131.53,64.45,161.51,221.24,8463.98,12498.37,14340.7,8783.9,15269.83,32778.37,72202.03,67887.4,79806.03,118252.47
d_1,42.89,49.62,43.45,136.25,102.4,277.15,8659.0,11284.01,17317.94,34881.09,26556.0,37989.52,76817.79,82162.5,87789.71,110511.79
b_1,33.16,39.79,43.46,48.7,199.24,461.23,8272.51,12665.24,13906.66,18057.44,12113.53,28325.98,74475.82,54713.53,75026.01,108033.25
a_1,25.78,34.46,44.13,36.88,40.13,480.94,5939.32,9022.21,8391.16,11153.7,17901.62,21292.21,45065.43,25915.06,53906.64,80198.61
h_1,9.25,17.71,17.17,16.22,23.12,64.05,3950.62,3086.51,4919.8,4486.22,5529.02,7140.86,16443.17,17431.1,23008.61,41851.36
d_0,8.27,10.6,22.58,6.97,21.88,66.54,2448.22,5052.46,3577.71,3329.98,4716.79,7650.65,17749.41,12778.65,19292.37,24786.61
g_1,9.15,9.39,11.79,19.02,18.2,50.72,1731.75,2777.88,6350.06,4376.09,4958.56,9808.62,13737.25,14195.06,17724.3,20442.95
c_0,10.85,10.78,10.78,11.2,15.46,62.1,1902.99,3623.72,3320.43,6192.04,7535.57,6752.76,15845.98,16972.07,15850.27,23520.44
b_0,8.91,9.09,15.16,13.02,13.82,40.14,1925.42,3131.98,2904.38,3304.64,6862.24,7131.05,14294.85,25456.73,18445.78,25894.36
f_0,6.38,7.34,10.36,10.17,16.58,47.94,1816.49,2647.71,2834.3,4147.8,4224.03,9781.33,13965.63,12974.66,25655.65,20340.96
h_0,5.41,10.0,8.5,8.98,10.9,34.0,1043.35,2062.48,2851.82,2908.88,3361.27,5313.91,8620.7,10220.19,12316.93,21618.57
a_0,6.47,6.2,8.48,9.19,13.97,16.84,1202.75,2337.72,2148.41,2768.33,2481.57,4403.89,10511.2,16956.41,12520.09,16579.16
e_0,3.61,8.36,8.94,7.55,11.98,37.15,1394.14,2019.42,2220.94,2978.83,2948.59,4066.09,11461.27,9706.28,18710.21,16691.07
g_0,4.18,5.95,7.31,10.73,10.54,29.84,901.68,1626.62,1563.31,2531.53,2966.87,5905.28,10123.97,10082.52,11556.94,12792.96
