,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.5,1.03,0.68,0.68,0.61,0.42,0.66,0.79,0.72,0.76,0.69,0.45,0.85,0.7,0.78,0.52
e_1,0.69,1.51,0.64,0.77,0.63,0.55,0.75,1.4,0.73,0.74,0.88,0.91,0.89,0.59,0.91,0.58
d_1,0.85,0.71,1.54,0.53,0.65,0.51,0.76,0.44,0.64,1.36,0.84,0.75,0.81,0.84,0.69,0.69
c_1,0.7,0.65,0.76,1.55,1.04,0.5,0.72,0.59,0.73,0.38,0.63,0.85,0.8,0.7,0.71,0.59
b_1,0.72,0.7,0.66,0.66,1.59,1.08,0.82,0.86,0.69,0.77,0.49,0.72,0.71,0.53,0.84,0.61
a_1,0.91,0.78,0.8,0.81,0.49,1.77,1.26,0.94,0.95,0.76,1.11,0.74,1.11,0.51,0.76,0.75
h_1,1.19,0.91,1.02,0.97,0.76,0.57,1.73,0.86,1.2,0.89,1.0,0.85,0.81,0.71,1.29,0.88
d_0,0.9,0.72,0.58,1.65,0.95,0.78,1.24,1.62,0.84,0.87,1.07,1.05,1.04,0.77,1.22,1.15
g_1,0.9,0.93,1.37,0.8,0.87,0.54,0.94,1.05,1.82,1.17,1.01,1.47,1.17,1.03,0.72,0.86
c_0,1.05,1.05,0.84,0.87,0.79,0.87,1.14,1.11,1.0,1.62,1.84,1.24,1.37,0.93,1.2,0.98
b_0,1.06,1.03,1.06,1.12,0.63,0.62,1.13,1.1,1.0,0.98,1.63,0.97,1.37,1.61,1.06,0.96
f_0,0.76,0.74,1.13,1.12,0.99,0.83,1.24,1.21,0.95,1.12,1.28,1.68,1.3,1.16,0.94,1.83
h_0,1.32,0.99,1.15,0.98,0.96,0.71,0.84,1.18,1.22,1.07,1.18,1.01,0.91,0.94,1.44,0.82
a_0,0.93,1.2,1.07,1.06,1.1,0.6,1.38,1.16,1.0,1.07,1.03,1.18,1.26,1.7,1.52,0.91
g_0,1.03,0.86,1.49,1.13,0.88,0.79,1.12,1.09,0.82,1.05,1.27,1.62,1.03,0.95,0.95,0.96
e_0,1.16,0.67,0.96,1.31,1.1,0.87,1.13,1.21,1.13,1.18,1.46,1.02,1.67,0.93,1.29,1.75
