,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.13,10.44,12.92,11.64,9.83,14.18,2.55,1.99,1.77,7.87,1.83,2.19,2.39,1.43,1.84,0.92
f_1,10.15,1.14,11.43,9.74,9.86,13.22,1.99,3.8,2.62,2.13,2.1,13.28,1.95,1.07,2.73,1.93
e_1,12.6,6.85,1.14,13.04,14.82,13.78,3.76,4.49,2.18,2.48,2.85,3.1,3.14,1.83,8.18,2.25
c_1,18.68,15.02,9.91,1.14,12.9,9.93,4.4,3.72,9.38,1.2,2.02,2.85,1.95,1.76,2.39,1.76
b_1,17.88,14.84,16.57,8.17,1.15,10.52,5.8,5.2,4.79,3.06,14.32,3.2,2.87,2.59,2.13,3.05
a_1,19.35,32.43,21.73,18.24,10.05,1.15,8.33,5.91,4.76,3.99,5.75,3.95,,3.31,3.83,3.9
h_1,23.03,26.75,28.78,25.86,27.38,23.3,1.88,7.06,6.05,5.55,5.02,4.05,5.55,10.79,5.75,3.58
g_1,33.52,35.93,35.66,30.93,30.84,41.64,7.33,1.89,6.22,6.99,7.07,5.45,6.56,3.73,7.67,12.1
c_0,17.71,32.72,31.85,150.24,39.46,36.92,9.86,11.93,2.55,11.96,7.53,5.51,7.1,5.26,7.51,5.24
d_0,101.46,33.62,16.91,39.94,33.12,41.64,12.08,11.93,8.22,2.98,8.04,7.1,10.31,5.86,7.51,5.48
b_0,30.03,37.4,32.17,59.53,243.91,36.24,9.13,8.54,3.64,8.08,2.68,5.76,6.87,5.39,7.36,4.68
f_0,35.75,111.06,39.06,39.94,47.91,34.95,13.2,7.6,8.88,8.52,8.39,2.64,8.17,7.32,8.56,3.55
a_0,39.52,45.25,42.61,60.67,67.07,,18.26,14.42,8.54,9.87,6.45,10.79,2.78,6.41,10.82,6.38
h_0,44.16,58.17,52.92,52.58,70.61,51.5,34.32,13.57,13.06,11.11,12.49,12.33,10.56,20.5,8.98,7.02
e_0,60.55,87.26,149.14,70.11,65.44,39.14,14.79,11.16,10.92,12.69,13.04,4.39,10.56,12.42,2.77,6.88
g_0,48.13,76.35,60.76,75.12,74.53,51.5,14.3,46.13,11.89,17.77,16.77,9.77,16.65,8.37,14.72,21.94
