,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,2.43,1.05,1.34,0.98,1.08,1.06,2.05,3.86,2.55,2.1,2.76,2.83,2.72,3.38,1.91,3.56
f_1,1.74,2.48,1.14,0.85,1.06,1.03,1.89,2.65,2.44,2.0,2.46,1.47,2.35,2.78,1.84,2.76
c_1,1.02,1.1,2.53,1.22,1.8,0.85,2.28,1.83,1.23,2.38,2.18,2.26,2.25,2.68,2.67,2.83
d_1,1.04,1.52,0.96,2.59,1.09,1.01,2.28,1.53,3.83,2.07,2.4,2.46,2.39,3.07,2.22,2.55
b_1,1.12,1.04,1.04,1.16,2.69,1.98,2.43,2.69,2.36,1.97,1.44,2.43,2.21,2.81,2.13,3.27
a_1,1.09,1.29,1.22,1.31,0.87,3.3,2.38,2.02,2.31,2.08,2.48,3.03,2.3,3.66,3.25,3.1
h_1,1.14,1.46,1.06,1.44,1.17,1.24,3.97,2.45,2.57,3.09,2.7,2.49,2.76,2.63,2.98,4.68
d_0,1.07,1.16,2.24,0.93,1.14,1.29,2.21,3.73,2.31,2.31,2.95,2.56,2.79,3.83,2.88,3.2
c_0,1.2,1.32,1.11,1.2,1.18,1.46,2.4,2.93,3.86,2.79,4.47,3.05,3.09,3.65,3.57,3.68
g_1,1.12,1.08,1.19,1.88,1.15,1.07,2.31,2.32,2.6,4.44,2.85,3.58,2.46,3.14,2.91,2.35
b_0,1.24,1.21,1.29,1.44,0.98,1.34,2.55,2.6,2.23,2.79,4.19,2.39,5.34,3.21,3.07,3.46
f_0,1.03,0.99,1.39,1.46,1.17,1.13,2.7,3.01,2.72,2.18,3.49,4.45,3.03,3.18,5.62,3.05
a_0,1.29,1.39,1.41,1.18,1.32,0.44,2.41,3.13,2.9,2.92,2.39,2.68,4.79,3.64,2.91,3.84
h_0,1.2,1.54,1.4,1.41,1.21,1.28,1.79,2.49,2.41,2.84,3.21,2.82,2.62,2.8,3.0,3.94
e_0,0.73,1.26,1.58,1.49,1.51,1.16,2.27,2.9,2.46,2.36,2.85,2.37,2.96,3.88,5.22,3.46
g_0,1.07,1.09,1.26,2.0,1.19,1.26,2.04,2.61,2.87,1.91,3.04,3.56,2.59,3.59,3.07,2.53
