,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,0.74,1.06,1.21,1.12,0.98,0.48,0.58,0.38,0.46,0.43,0.46,0.31,0.38,0.47,0.36
f_1,1.2,0.65,1.01,1.08,1.03,0.83,0.4,0.49,0.36,0.39,0.37,0.37,0.25,0.35,0.33,0.31
d_1,1.27,1.18,0.64,1.01,1.01,0.95,0.53,0.35,0.46,0.57,0.4,0.35,0.29,0.35,0.38,0.22
c_1,0.9,1.13,1.43,0.63,1.33,1.08,0.5,0.46,0.47,0.27,0.38,0.37,0.33,0.4,0.33,0.29
b_1,1.18,1.34,1.14,0.72,0.62,1.47,0.63,0.54,0.56,0.44,0.56,0.42,0.42,0.34,0.38,0.34
a_1,1.43,1.76,1.26,1.42,0.73,0.57,0.67,0.61,0.52,0.64,0.59,0.45,0.46,0.73,0.47,0.43
h_1,1.75,1.79,1.71,1.93,1.55,1.31,0.55,0.83,0.59,0.62,0.63,0.59,0.57,0.59,0.49,0.61
g_1,1.64,1.91,2.04,2.0,1.92,1.68,0.65,0.53,0.73,0.69,0.62,0.68,0.48,0.58,0.61,0.6
c_0,2.1,2.25,1.3,2.81,1.73,1.6,0.94,0.78,0.56,0.97,0.81,0.68,0.56,0.66,0.63,0.54
d_0,1.34,1.87,2.34,2.33,2.13,1.58,0.92,0.98,0.69,0.58,0.78,0.7,0.63,0.6,0.62,0.68
b_0,1.82,2.09,1.84,2.68,2.26,1.64,0.88,0.9,0.45,0.69,0.56,0.66,0.57,0.77,0.66,0.53
f_0,1.84,3.02,2.22,2.07,2.05,1.85,0.94,0.67,0.76,0.78,0.74,0.57,0.69,0.66,0.8,0.42
h_0,2.25,2.7,2.21,2.26,1.92,1.87,1.19,0.98,0.83,0.85,0.84,0.71,0.75,0.7,0.75,0.76
a_0,2.05,2.36,2.25,2.41,2.95,1.97,1.0,1.04,0.73,0.88,0.51,0.84,0.74,0.55,0.87,0.58
e_0,2.42,2.85,2.33,2.28,2.29,2.16,1.2,0.9,0.92,0.86,0.94,0.54,0.68,0.7,0.54,0.74
g_0,2.17,2.58,2.72,2.47,2.39,1.84,0.89,1.17,0.9,0.8,0.95,1.04,0.57,0.81,0.82,0.84
