,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,92.25,107.6,111.67,127.67,137.57,426.2,11556.84,28374.37,25973.03,28788.39,41185.62,56529.01,113930.36,137133.76,171478.74,234734.41
e_1,59.88,108.22,103.76,132.18,138.31,490.62,12820.73,39007.31,23964.75,25803.24,44727.94,70032.23,123169.54,127474.08,203792.27,252273.69
d_1,54.84,66.26,155.75,87.86,110.59,377.79,10141.76,20145.44,36757.71,21355.42,39773.42,58135.53,100732.59,128522.97,186511.24,206475.17
c_1,49.91,56.73,101.32,156.1,174.45,446.78,9558.47,17470.0,18078.21,18134.81,25456.47,54979.89,95437.04,106224.81,185027.15,203827.2
b_1,46.82,57.24,95.88,89.94,179.33,627.57,10378.92,20067.05,21791.55,21319.17,31459.77,55318.9,99294.07,85724.83,168447.94,224235.21
a_1,35.34,38.79,72.61,62.39,62.13,498.97,7435.88,13736.26,15008.42,15910.35,21683.08,34425.98,61906.17,65559.57,113813.16,126363.53
h_1,17.15,16.35,29.36,29.38,28.12,89.1,3680.5,5544.99,5738.18,7391.81,9312.5,13974.25,22092.73,33433.75,47729.61,62948.1
d_0,11.52,11.14,17.67,34.01,29.09,88.27,2403.25,5633.84,3992.98,5304.46,6932.43,13516.64,22972.74,25347.04,41114.65,46300.8
c_0,12.16,15.36,19.6,23.21,21.4,89.45,2364.03,4838.97,6163.44,5067.8,12003.0,11366.64,22895.88,33262.24,40403.8,47997.84
g_1,10.69,12.79,29.19,22.91,24.1,75.88,2015.43,4099.41,4866.31,6824.98,7544.19,15678.55,20228.69,21579.02,37409.53,40980.33
b_0,10.88,11.21,19.37,22.44,18.03,78.41,2007.03,4386.43,3849.0,4346.06,8484.75,9088.24,20227.55,34501.45,31536.62,36498.93
f_0,7.84,8.04,18.31,17.23,19.94,70.18,2009.41,3197.51,4204.43,3544.55,6372.6,12283.36,16340.27,22217.93,52289.03,35187.75
h_0,8.64,8.88,14.76,14.49,16.02,61.86,1333.15,2883.95,2910.61,3861.73,5164.07,8127.47,12541.93,14028.75,23091.27,35185.28
a_0,7.26,8.35,12.76,13.36,15.9,42.8,1375.24,2596.56,2742.3,3278.66,4503.97,6807.89,15130.8,19972.59,19787.5,27624.09
e_0,6.46,5.85,11.73,11.92,14.27,50.69,1244.84,2008.04,2623.9,2673.63,4186.87,4504.86,12657.23,14279.52,27479.82,26081.74
g_0,5.77,5.97,15.11,11.22,11.46,46.2,1177.72,2031.59,2713.61,2281.58,4380.54,8106.7,10017.88,13578.57,23286.51,23396.32
