,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.18,0.4,0.64,0.72,0.74,0.69,0.23,0.24,0.17,0.15,0.14,0.18,0.1,0.13,0.26,0.09
f_1,0.65,0.17,0.61,0.69,0.72,0.57,0.14,0.2,0.15,0.11,0.13,0.23,0.07,0.13,0.11,0.12
d_1,0.88,0.77,0.15,0.65,0.57,0.57,0.18,0.11,0.32,0.12,0.13,0.11,0.11,0.11,0.14,0.06
c_1,0.52,0.65,0.98,0.15,0.55,0.66,0.18,0.19,0.08,0.22,0.14,0.15,0.1,0.15,0.14,0.1
b_1,0.6,0.66,0.81,0.35,0.13,0.74,0.21,0.27,0.13,0.18,0.26,0.15,0.09,0.16,0.13,0.11
a_1,0.57,0.85,0.69,0.85,0.34,0.09,0.18,0.22,0.15,0.16,0.18,0.13,0.13,0.25,0.11,0.1
h_1,0.5,0.62,0.47,0.51,0.57,0.44,0.06,0.15,0.1,0.09,0.1,0.11,0.12,0.12,0.08,0.07
g_1,0.59,0.65,0.49,0.59,0.48,0.51,0.11,0.05,0.11,0.1,0.1,0.1,0.06,0.1,0.11,0.09
d_0,0.3,0.53,0.97,0.56,0.54,0.54,0.2,0.17,0.06,0.12,0.12,0.12,0.07,0.16,0.1,0.09
c_0,0.56,0.56,0.26,1.46,0.61,0.51,0.16,0.14,0.15,0.06,0.12,0.12,0.07,0.1,0.1,0.08
b_0,0.55,0.51,0.4,0.67,0.94,0.51,0.15,0.15,0.12,0.05,0.05,0.1,0.08,0.11,0.08,0.08
f_0,0.58,0.97,0.44,0.49,0.53,0.39,0.15,0.09,0.11,0.11,0.14,0.05,0.07,0.14,0.11,0.05
h_0,0.5,0.51,0.49,0.6,0.54,0.45,0.23,0.15,0.11,0.1,0.1,0.1,0.13,0.1,0.08,0.08
a_0,0.58,0.58,0.41,0.56,0.66,0.97,0.16,0.18,0.12,0.08,0.05,0.11,0.09,0.04,0.09,0.06
e_0,0.8,0.93,0.47,0.42,0.48,0.57,0.15,0.11,0.12,0.09,0.11,0.05,0.07,0.08,0.04,0.07
g_0,0.53,0.51,0.54,0.58,0.54,0.4,0.12,0.19,0.12,0.11,0.1,0.09,0.05,0.1,0.09,0.11
