,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.27,0.56,0.75,0.46,0.51,0.35,1.02,2.3,0.78,1.23,1.19,1.25,1.58,1.08,0.66,1.23
f_1,1.1,2.35,0.53,0.51,0.39,0.46,0.83,1.04,0.7,1.03,1.1,0.46,1.32,0.81,0.57,1.11
c_1,0.52,0.6,2.36,0.52,0.97,0.38,1.13,1.07,0.9,0.43,0.76,1.13,1.38,0.9,0.91,0.96
d_1,0.54,0.65,0.49,2.46,0.5,0.35,0.94,0.53,1.14,2.3,1.49,1.17,1.57,1.23,0.97,1.41
b_1,0.46,0.52,0.62,0.55,2.59,0.93,0.89,1.03,0.92,1.21,0.57,1.11,1.38,0.61,0.93,1.44
a_1,0.71,0.68,0.45,0.59,0.52,3.08,1.24,1.17,0.93,1.12,1.13,0.86,1.58,0.39,1.01,1.29
h_1,0.72,1.04,0.68,0.6,0.65,0.47,3.26,1.35,1.61,1.14,1.3,1.37,1.07,1.21,1.01,1.75
d_0,0.65,0.67,1.38,0.38,0.59,0.46,1.24,2.68,1.15,1.0,1.48,1.35,1.62,1.04,1.28,1.71
g_1,0.64,0.59,0.63,1.19,0.58,0.45,1.01,1.02,3.41,1.59,1.32,2.04,1.98,0.83,1.39,1.07
c_0,0.69,0.8,0.4,0.85,0.45,0.53,1.32,1.5,1.08,2.83,2.84,1.66,2.04,1.56,1.23,1.8
b_0,0.79,0.8,0.78,0.75,0.3,0.42,1.22,1.47,1.39,1.49,2.89,1.53,1.89,2.58,1.25,1.55
f_0,0.58,0.41,0.83,0.86,0.67,0.49,1.23,1.45,1.36,1.43,1.52,3.01,1.91,1.44,2.43,1.82
h_0,0.72,1.01,0.66,0.87,0.51,0.54,0.66,1.41,1.48,1.4,1.41,1.2,1.16,1.16,1.12,2.33
a_0,0.74,0.9,0.73,0.7,0.48,0.36,1.11,1.61,1.08,1.72,1.63,1.25,2.06,3.21,1.27,1.61
e_0,0.45,0.75,0.78,0.75,0.73,0.63,1.22,1.38,1.34,1.25,1.54,1.32,2.09,1.07,3.22,1.76
g_0,0.65,0.62,0.62,1.19,0.56,0.54,1.31,1.19,0.81,1.58,1.33,2.24,1.79,1.12,1.23,1.06
