,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,a_0,h_0,g_0,e_0
e_1,10851.19,2961.41,2716.38,4404.23,6950.28,34832.24,2593295.36,5404608.76,18960326.67,12277640.71,17187971.57,22935930.74,53068218.09,94102014.18,248556416.86,135716494.78
f_1,3944.01,11837.9,3666.86,3984.4,6313.99,41239.5,3044751.44,4380781.68,9122686.36,8669981.71,16809810.48,7999583.77,56168572.26,67214847.53,252369198.51,115681588.14
d_1,2242.26,2934.99,16324.23,3168.01,8274.81,42237.32,2894221.59,5342636.7,3468201.08,21597024.01,19464211.46,22164097.75,61469058.7,91825032.62,221442552.02,160136107.13
c_1,2352.79,2863.77,3084.78,19565.84,15208.85,27359.14,2544859.33,4467092.3,9323626.32,3622888.85,10161109.4,21455154.86,49166973.65,93020322.06,224038098.44,192490891.33
b_1,2390.05,2726.67,3528.95,3686.98,48950.95,74108.45,2393277.12,4332232.48,8122702.57,8118264.71,5080192.52,22125172.39,46085214.44,83090129.3,194814677.08,172503299.9
a_1,1962.37,2376.08,3672.06,4893.33,7501.72,358989.62,3108839.2,5367817.72,10041401.78,11902241.06,15962852.4,19690738.88,20752034.53,102661241.74,239484370.79,276683365.33
h_1,2997.31,4088.09,3837.07,4818.64,9891.12,32199.75,9085685.08,7847049.95,12230239.87,13620185.25,20173271.89,25266888.11,63166804.85,70515219.7,362015196.1,246125200.57
g_1,2565.46,2051.76,6356.25,5354.05,9157.26,54692.23,3106137.56,18920109.32,9908759.16,13049507.09,16791397.85,44909491.28,61080213.7,87189758.83,172439191.04,237921027.22
d_0,2885.09,3217.7,2554.16,8785.97,9259.26,46009.75,2966797.41,6568818.67,24823127.65,9069069.57,18493134.33,29877848.41,56030493.24,106189318.22,263638373.85,255088566.09
c_0,2821.24,3802.47,4944.38,3108.35,7357.18,54593.55,3133430.05,6559267.49,11165099.05,28233611.86,35019236.64,31011516.21,85970451.46,114211928.36,298062830.05,220548220.44
b_0,2593.56,3793.95,4324.23,5237.45,4523.54,56172.79,3366792.46,7568043.73,12778335.81,12438754.65,45056000.0,31401032.84,142423124.38,120321867.19,371868864.16,240765140.65
f_0,2091.58,1895.78,5375.19,5512.69,9033.18,52298.29,4315286.67,8262876.53,13634452.6,14203545.14,21837992.83,61989606.17,90292489.82,124690730.37,306558561.86,543298590.89
a_0,2664.62,3424.03,5629.52,4648.32,8472.94,20644.86,3615842.86,6938037.98,11983897.65,11761702.79,23846575.34,30581057.24,197355663.68,88384139.09,369321817.15,306588834.32
h_0,2470.77,4731.49,4632.11,4753.11,9594.15,48411.18,1716830.89,7663501.38,10487815.14,12660180.7,16790762.12,22095848.02,80994608.1,53159575.82,416527480.65,216150599.55
g_0,2641.32,2670.11,6462.24,4083.52,11045.08,45261.17,2885822.1,5093875.59,13164494.31,14939085.87,17371428.57,45559534.26,79385308.8,121442878.37,199215462.94,248273912.64
e_0,1289.41,4098.28,4516.6,5700.17,12085.14,52311.69,3574921.44,6774192.99,13403848.75,12208592.66,18307878.79,30776580.49,61369922.22,112554052.31,281718836.49,715205027.28
