,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.81,0.98,0.89,0.84,0.69,0.51,0.47,0.39,0.59,0.41,0.43,0.34,0.34,0.31,0.31
f_1,1.24,1.0,0.95,1.0,0.89,0.68,0.41,0.44,0.41,0.42,0.4,0.32,0.33,0.26,0.22,0.27
d_1,1.02,1.05,1.0,0.75,0.81,0.8,0.54,0.42,0.56,0.41,0.43,0.4,0.31,0.33,0.33,0.27
c_1,1.13,1.0,1.33,1.0,1.4,0.69,0.55,0.47,0.26,0.34,0.44,0.4,0.33,0.36,0.36,0.35
b_1,1.19,1.12,1.23,0.71,1.0,1.26,0.66,0.6,0.49,0.46,0.37,0.45,0.38,0.42,0.38,0.34
a_1,1.45,1.46,1.24,1.44,0.79,1.0,0.76,0.68,0.72,0.61,0.63,0.53,0.58,0.59,0.36,0.53
h_1,1.94,2.41,1.85,1.86,1.52,1.31,1.0,1.11,0.79,0.81,0.72,0.72,0.7,0.6,0.57,0.53
g_1,2.07,2.24,2.38,2.15,1.63,1.39,0.91,1.0,0.89,0.84,0.74,0.98,0.63,0.63,0.78,0.56
c_0,2.55,2.64,1.74,3.5,2.19,1.2,1.26,1.15,1.0,1.15,1.34,0.96,0.76,0.82,0.86,0.69
d_0,1.61,2.44,2.25,3.22,2.28,1.68,1.25,1.24,0.9,1.0,1.06,0.94,0.91,0.84,0.78,0.82
b_0,2.34,2.79,2.32,2.46,2.38,1.6,1.4,1.26,0.75,0.94,1.0,0.78,1.38,1.0,0.9,0.77
f_0,2.25,2.85,2.68,2.61,2.13,1.71,1.31,1.05,1.06,1.08,1.26,1.0,1.01,1.15,1.61,0.76
a_0,2.83,3.09,3.12,3.1,2.63,1.8,1.51,1.6,1.25,1.03,0.74,1.08,1.0,0.94,0.93,0.76
h_0,2.68,3.73,3.13,2.79,2.38,1.79,1.7,1.59,1.2,1.21,0.98,0.83,0.99,1.0,0.9,0.97
e_0,3.11,4.65,2.97,2.77,2.72,2.61,1.74,1.19,1.22,1.37,1.03,0.67,1.04,1.08,1.0,1.01
g_0,3.04,3.78,3.64,2.78,3.03,1.91,1.85,1.78,1.41,1.19,1.33,1.37,1.25,1.01,0.95,
