,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.09,1.46,2.41,2.53,2.48,2.59,0.68,0.51,0.78,0.47,0.44,0.72,0.34,0.49,0.41,0.67
f_1,2.37,1.09,2.25,2.67,2.56,2.28,0.53,0.55,0.81,0.48,0.49,0.63,0.27,0.41,0.39,0.43
d_1,2.99,2.71,1.08,2.53,2.45,2.2,0.66,0.79,0.5,0.53,0.6,0.44,0.35,0.46,0.21,0.42
c_1,2.2,2.64,3.18,1.1,2.55,2.23,0.75,0.34,0.65,0.61,0.51,0.5,0.37,0.54,0.41,0.47
b_1,2.85,3.25,3.12,1.78,1.1,2.29,0.97,0.63,0.84,0.67,0.77,0.6,0.4,0.71,0.42,0.54
a_1,4.12,5.2,4.54,3.9,2.41,1.11,1.57,1.0,1.35,0.92,1.4,0.87,0.72,1.62,0.69,0.96
h_1,9.19,10.1,9.19,9.68,9.14,8.91,1.54,2.39,2.73,2.05,1.9,1.84,1.9,1.77,1.57,1.81
d_0,7.45,10.07,13.63,11.97,11.42,11.02,2.98,1.78,3.59,2.24,2.55,2.47,1.94,2.35,2.39,2.56
g_1,12.39,13.07,11.79,13.44,13.19,10.72,2.71,2.93,1.57,2.32,2.32,2.39,1.38,2.15,2.31,2.15
c_0,13.0,13.64,7.99,19.41,13.24,11.39,3.59,3.86,3.51,1.89,2.85,2.63,1.96,2.45,1.77,2.76
b_0,13.63,14.27,12.18,18.85,17.53,13.92,4.0,3.33,3.85,1.72,1.89,2.8,2.09,2.34,2.2,2.81
f_0,14.97,21.01,14.39,15.33,13.61,12.45,4.08,3.35,2.54,2.61,2.67,1.85,1.98,2.45,1.48,2.58
h_0,19.51,18.92,17.14,18.53,18.4,16.57,6.48,3.74,5.02,3.34,3.18,3.58,3.12,3.32,2.72,3.58
a_0,21.44,20.02,19.56,24.3,27.59,22.28,5.32,4.91,5.02,3.41,2.33,3.51,2.79,2.01,3.31,3.95
g_0,22.36,24.81,20.91,20.63,22.07,19.85,4.3,5.57,6.83,4.51,4.33,3.87,2.61,3.64,3.4,3.74
e_0,27.78,38.91,18.68,21.87,19.35,19.47,6.23,5.4,5.71,4.55,5.01,2.3,3.27,4.51,2.81,2.18
