,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.76,1.17,0.96,0.99,0.87,0.96,1.34,1.06,0.96,0.85,0.89,1.0,0.88,1.25,
f_1,1.31,1.0,0.85,0.94,0.95,1.21,0.87,0.86,1.05,0.87,1.02,,0.82,1.33,1.31,1.19
d_1,0.85,1.17,1.0,1.35,0.83,0.77,1.18,,1.29,0.68,1.16,1.14,1.05,1.03,0.73,0.78
c_1,1.04,1.06,0.74,1.0,1.38,1.15,1.15,0.76,,1.05,0.89,0.88,1.19,,1.14,1.0
b_1,1.01,1.05,1.21,0.72,1.0,1.15,1.07,1.07,1.0,1.02,,0.87,1.26,0.95,0.88,0.87
a_1,1.15,0.83,1.29,0.87,0.87,1.0,0.94,0.73,0.9,,,1.11,1.1,,1.0,
h_1,1.05,1.15,0.85,0.87,0.94,1.07,1.0,1.04,1.0,1.21,0.94,0.82,,0.87,1.23,1.06
d_0,0.74,1.17,,1.31,0.93,1.36,0.96,1.0,0.86,0.99,1.13,0.97,1.1,0.83,0.78,1.11
c_0,0.94,0.96,0.78,,1.0,1.11,1.0,1.16,1.0,1.11,1.54,0.92,0.69,1.05,0.93,0.93
g_1,1.04,1.15,1.47,0.95,0.98,,0.83,1.02,0.9,1.0,0.86,1.31,0.77,0.82,,1.15
b_0,1.18,0.98,0.86,1.12,,,1.07,0.88,0.65,1.16,1.0,1.09,1.64,1.65,1.0,1.0
f_0,1.12,,0.88,1.13,1.15,0.9,1.21,1.04,1.08,0.76,0.92,1.0,0.86,1.0,0.8,1.32
h_0,1.0,1.22,0.95,0.84,0.8,0.91,,0.91,1.44,1.31,0.61,1.16,,0.98,1.24,0.79
a_0,1.14,0.75,0.97,,1.05,,1.15,1.21,0.95,1.22,0.61,1.0,1.02,1.0,0.97,1.07
g_0,0.8,0.77,1.37,0.88,1.14,1.0,0.81,1.28,1.08,,1.0,1.25,0.81,1.03,,
e_0,,0.84,1.28,1.0,1.15,,0.94,0.9,1.08,0.87,1.0,0.76,1.26,0.93,,1.0
