,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,10562.67,5257.68,8417.16,12562.04,15391.57,58560.0,5196304.62,13613133.74,27925592.85,31423112.49,38726029.93,42432166.64,176001648.25,230134698.82,215127778.0,543372243.23
f_1,7817.86,10949.52,9332.42,9591.79,12774.77,56302.03,5119073.66,12767681.81,17615078.11,28109932.39,29168500.18,43579048.47,173300342.66,227543358.48,173148287.66,456661903.27
d_1,4791.58,5822.67,23637.13,8217.46,13863.93,67647.16,5649504.51,13943033.71,12662907.52,57138750.61,38078178.62,52592353.33,187312767.9,259259068.62,288712344.49,536903815.65
c_1,4496.92,5093.42,9613.25,25511.68,24004.01,65523.77,5294702.29,12825706.86,16634905.94,23327887.74,33183339.1,29724992.21,178677428.03,199446892.23,231582655.37,520077981.92
b_1,4692.45,5013.45,8370.13,10682.13,39168.25,116174.52,4898791.85,13254628.99,16754346.61,30669893.4,38708237.97,37117785.05,188537002.55,191820757.06,257149902.4,491751341.17
a_1,4801.69,5378.72,9751.76,10315.64,14622.0,241319.92,5435435.53,14001724.31,20140122.52,33897344.41,41539551.9,49923331.77,218334275.31,213389900.67,238884176.15,550051409.44
h_1,5197.35,6624.5,11563.76,9203.06,14815.19,65053.26,9233352.18,18333609.41,15774919.8,35775109.85,42552668.41,46509281.09,157116757.0,260248138.27,308856411.44,697191618.53
g_1,4644.8,5157.81,15035.8,11882.89,14122.75,63947.25,4810385.21,28891684.42,14836067.28,38256446.36,60307405.08,46274176.19,193953309.38,261756990.63,353566267.75,541121704.1
d_0,5180.02,5307.48,8229.68,19184.78,16942.69,59899.97,5004997.94,13935317.75,27779187.0,25021499.95,39689040.93,43857728.79,172210311.2,235208632.34,276773236.23,620061658.54
c_0,5407.63,6104.47,10403.51,8964.17,11805.92,82763.29,6143378.88,15954053.61,18451499.84,52091333.33,43862683.3,91386657.59,201330691.47,354543877.3,367601008.33,713173227.73
f_0,4591.41,4831.66,11429.3,11987.05,15281.13,68593.01,5956810.02,17719098.56,18745572.29,35551081.44,66865475.38,54973557.36,209143624.79,257632923.12,592915372.66,597687074.57
b_0,5566.33,6094.56,10956.14,11910.97,12031.1,58436.21,5724895.86,15499923.7,17788495.65,33739040.52,48875020.37,73868190.54,200722963.75,492940260.61,316486912.35,726895927.67
h_0,5250.38,7196.68,10677.44,11194.04,15251.83,61896.28,4816521.25,18598897.35,15361478.16,33588911.07,43386890.23,45380360.79,157884530.94,223181031.9,306732178.75,749734181.02
a_0,5339.59,6528.07,11112.48,10290.52,17398.7,44349.74,6257565.4,14526327.18,17497406.25,34447576.73,48871656.26,46296143.16,242414944.72,475547841.88,315095149.32,717059931.84
e_0,4568.25,5561.67,11382.78,12121.95,16773.56,74737.25,5738985.89,16694264.21,16222294.42,36075464.43,42908936.81,48163238.46,206926270.38,264198086.41,546208597.72,673293436.0
g_0,4873.92,4971.0,14885.9,10644.21,14795.09,72025.1,6379741.05,14296472.42,16038748.96,36936182.01,59239950.07,44602144.82,204953646.33,231009023.32,349625381.24,495758350.89
