,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.45,19.14,44.25,30.8,29.65,27.58,8.83,11.26,6.08,6.25,5.44,11.32,4.84,8.23,,6.02
f_1,31.44,0.45,28.64,31.35,29.43,32.58,6.77,9.63,7.76,7.41,6.48,,3.95,6.05,5.99,5.48
d_1,33.12,33.41,0.43,35.62,31.73,43.86,10.24,6.71,,8.85,6.81,6.41,4.5,7.86,6.55,2.81
c_1,39.41,32.19,38.14,0.42,31.52,48.76,10.23,8.92,3.99,,9.54,6.82,6.34,6.31,6.94,4.87
b_1,40.79,33.66,44.29,19.43,0.39,,8.14,11.1,7.19,10.6,,7.46,5.18,8.93,8.73,6.05
a_1,58.97,42.93,53.7,60.52,,0.31,17.21,14.89,12.54,10.27,8.73,11.38,5.6,,,5.69
h_1,20.67,20.36,20.78,19.28,22.63,13.61,0.36,5.81,2.89,3.49,3.7,4.88,,2.58,5.71,2.31
g_1,27.85,17.52,18.23,18.67,22.96,20.2,4.4,0.35,3.88,3.28,5.28,4.11,2.63,,4.74,
d_0,8.1,15.95,,16.17,13.58,17.57,4.07,5.54,0.49,3.43,2.83,3.73,2.28,3.57,2.18,2.73
c_0,14.23,19.27,7.6,,17.45,14.81,3.79,4.32,4.9,0.47,3.77,3.3,2.08,3.72,3.41,2.19
b_0,18.03,18.33,15.45,23.22,,16.05,4.75,3.48,4.51,1.64,0.48,3.4,2.53,2.83,2.99,3.5
f_0,27.99,,18.21,23.66,16.21,16.55,4.44,2.92,4.2,3.69,3.81,0.44,1.86,4.22,3.86,1.18
h_0,13.11,12.58,11.94,13.09,12.82,10.99,,3.66,2.04,2.86,2.43,1.71,,2.75,2.79,1.66
a_0,16.89,25.4,27.89,15.34,33.52,,7.77,,3.28,5.32,2.02,4.25,2.32,0.38,,
e_0,,24.31,20.34,16.52,32.09,,6.9,4.12,5.5,4.55,5.25,1.77,3.2,,0.36,3.04
g_0,16.27,18.03,16.01,18.57,15.03,17.32,2.92,,3.17,3.38,2.65,3.24,1.13,,2.07,
