,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.18,0.98,1.76,1.72,1.72,1.7,0.58,0.51,0.35,0.33,0.34,0.38,0.29,0.34,1.16,0.23
f_1,1.69,0.17,1.46,1.84,1.73,1.64,0.32,0.57,0.33,0.33,0.32,1.39,0.15,0.3,0.43,0.22
d_1,1.91,1.8,0.16,1.63,1.68,1.54,0.39,0.3,1.2,0.32,0.34,0.28,0.26,0.34,0.28,0.15
c_1,1.53,1.43,2.36,0.15,1.45,2.27,0.41,0.56,0.19,1.16,0.37,0.29,0.24,0.26,0.27,0.35
b_1,1.74,1.91,1.81,0.86,0.14,1.6,0.5,0.52,0.38,0.42,1.3,0.35,0.25,0.39,0.4,0.21
a_1,1.72,2.19,1.6,1.68,0.93,0.09,0.6,0.38,0.37,0.37,0.48,0.34,0.22,,0.38,0.24
h_1,0.96,1.25,0.72,1.19,0.92,0.87,0.06,0.34,0.19,0.15,0.18,0.17,0.44,0.17,0.12,0.16
g_1,1.16,1.06,0.78,1.05,0.82,0.78,0.23,0.06,0.28,0.17,0.17,0.16,0.11,0.29,0.15,0.39
d_0,0.44,1.11,2.22,0.98,1.15,0.96,0.37,0.39,0.07,0.17,0.21,0.17,0.14,0.2,0.25,0.17
c_0,0.96,0.95,0.47,3.3,1.04,0.83,0.32,0.24,0.25,0.07,0.19,0.22,0.15,0.2,0.17,0.15
b_0,0.77,0.85,0.76,1.31,4.73,0.9,0.28,0.23,0.22,0.09,0.06,0.13,0.17,0.18,0.18,0.17
f_0,0.77,3.0,1.04,0.94,0.98,0.71,0.32,0.15,0.17,0.14,0.17,0.06,0.12,0.25,0.15,0.12
h_0,0.79,1.0,0.83,0.92,0.95,0.9,0.69,0.26,0.21,0.21,0.16,0.18,0.33,0.16,0.18,0.15
a_0,0.87,0.77,0.94,1.1,0.91,,0.32,0.36,0.2,0.18,0.09,0.19,0.15,0.04,0.21,0.14
e_0,1.94,1.07,0.96,0.74,0.82,0.8,0.23,0.28,0.17,0.2,0.16,0.08,0.18,0.19,0.04,0.13
g_0,0.97,0.9,0.91,0.94,1.02,1.02,0.18,0.55,0.19,0.19,0.16,0.17,0.11,0.13,0.21,0.27
