,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.42,0.83,0.76,0.92,0.8,0.73,0.33,0.46,0.35,0.32,0.33,0.41,0.25,0.41,0.35,0.36
e_1,0.58,0.41,0.81,0.93,0.86,0.77,0.53,0.48,0.43,0.38,0.41,0.45,0.34,0.37,0.59,0.33
d_1,0.85,0.86,0.4,0.76,0.85,0.74,0.46,0.33,0.54,0.39,0.36,0.36,0.31,0.34,0.35,0.21
c_1,0.81,0.66,1.01,0.38,0.91,0.81,0.38,0.39,0.21,0.4,0.34,0.36,0.29,0.35,0.29,0.31
b_1,0.92,0.93,0.84,0.47,0.36,1.09,0.47,0.46,0.42,0.43,0.44,0.37,0.34,0.31,0.36,0.33
a_1,0.9,0.85,0.9,0.81,0.46,0.31,0.53,0.61,0.4,0.4,0.54,0.32,0.36,0.65,0.34,0.31
h_1,0.78,0.67,0.65,0.83,0.71,0.61,0.25,0.39,0.37,0.29,0.35,0.35,0.35,0.3,0.35,0.32
g_1,0.74,0.71,0.84,0.76,0.84,0.53,0.31,0.22,0.33,0.32,0.31,0.38,0.23,0.29,0.29,0.4
d_0,0.74,0.48,0.93,0.88,0.73,0.76,0.38,0.42,0.25,0.28,0.33,0.31,0.31,0.36,0.32,0.3
c_0,0.84,0.73,0.46,1.16,0.67,0.72,0.41,0.4,0.51,0.26,0.43,0.28,0.31,0.32,0.33,0.27
b_0,0.8,0.67,0.64,0.87,1.04,0.7,0.38,0.35,0.38,0.2,0.23,0.34,0.27,0.37,0.29,0.29
f_0,1.27,0.64,0.66,0.71,0.67,0.81,0.36,0.25,0.37,0.32,0.31,0.22,0.29,0.29,0.38,0.21
h_0,0.76,0.77,0.65,0.74,0.71,0.68,0.47,0.48,0.32,0.27,0.31,0.3,0.34,0.33,0.24,0.31
a_0,0.67,0.74,0.71,0.79,0.88,0.73,0.43,0.35,0.38,0.29,0.2,0.33,0.24,0.2,0.31,0.25
e_0,0.96,0.79,0.64,0.8,0.67,0.74,0.35,0.39,0.33,0.28,0.32,0.2,0.34,0.28,0.2,0.28
g_0,0.76,0.76,0.73,0.75,0.73,0.67,0.3,0.38,0.34,0.29,0.33,0.32,0.21,0.34,0.28,0.35
