,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.12,4.0,4.57,3.74,4.54,3.64,0.84,1.33,0.88,0.93,0.83,1.52,0.47,0.84,0.78,0.78
e_1,2.38,1.12,4.79,4.27,5.27,4.77,1.46,1.52,1.12,1.14,0.96,1.25,0.67,0.88,1.86,0.75
d_1,5.18,5.04,1.11,5.29,4.73,4.68,1.21,0.78,2.1,0.8,0.87,0.78,0.55,0.78,0.9,0.4
c_1,4.41,4.57,6.03,1.12,4.96,4.28,1.75,1.44,0.53,1.86,1.07,0.94,0.67,0.98,0.96,0.71
b_1,6.56,5.85,6.12,3.07,1.13,7.7,1.9,1.99,1.35,1.61,3.99,1.47,1.17,1.37,1.3,1.04
a_1,10.86,9.51,8.22,11.01,3.62,1.14,2.5,2.63,1.85,2.21,2.83,1.69,1.62,4.06,1.86,1.3
h_1,14.58,12.47,14.05,16.93,12.13,11.82,1.75,4.55,3.32,2.91,3.13,2.79,3.54,2.74,3.35,2.5
g_1,20.33,17.94,14.72,20.54,19.01,16.94,3.27,1.72,3.76,2.82,3.43,4.07,2.04,3.44,3.21,3.23
d_0,22.18,11.07,33.05,21.22,18.36,20.22,5.53,7.32,2.3,4.45,4.24,3.5,2.86,4.37,4.21,3.03
c_0,21.79,18.39,10.12,41.88,22.53,18.8,6.24,5.63,5.75,2.11,4.43,4.2,3.03,4.41,3.3,3.06
b_0,21.92,19.47,17.29,35.76,32.3,20.43,5.47,5.12,4.17,2.03,2.08,3.72,2.66,4.37,3.72,3.2
f_0,48.16,21.29,20.55,27.21,22.72,21.86,6.77,4.69,6.01,4.48,4.66,2.18,3.77,4.37,4.41,1.83
h_0,31.83,26.19,25.73,30.9,37.76,29.84,12.05,8.04,6.68,4.71,5.5,5.59,6.74,5.08,4.86,4.44
a_0,32.11,31.12,26.75,33.16,47.04,43.72,9.89,8.93,6.62,5.42,3.17,6.03,4.06,2.54,6.53,3.87
e_0,45.75,47.29,26.34,39.3,37.76,27.65,9.17,8.71,5.8,6.86,6.36,3.41,5.29,4.89,2.33,3.62
g_0,45.75,34.03,32.1,39.3,38.3,42.73,7.86,13.81,7.44,6.32,7.83,6.33,4.06,6.15,6.53,8.54
