,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.43,0.76,1.24,0.76,0.8,0.62,1.3,1.31,1.47,1.55,1.68,0.75,1.8,1.5,1.31,2.12
d_1,0.83,2.44,0.72,0.6,0.73,0.79,1.91,1.38,2.7,1.09,1.92,1.9,2.08,1.71,1.79,1.52
e_1,0.72,0.69,2.51,0.84,0.74,0.74,1.52,1.49,1.62,2.85,1.59,2.04,2.28,1.72,1.19,2.11
c_1,0.84,0.86,0.67,2.56,1.33,0.58,1.46,1.37,0.62,1.33,1.43,1.67,2.11,1.42,1.4,2.0
b_1,0.74,0.81,0.78,0.65,2.7,1.3,1.36,1.34,1.44,1.67,0.82,1.46,2.07,1.78,1.86,2.6
a_1,0.78,0.76,0.57,0.92,0.71,3.28,1.8,1.6,1.84,1.26,1.6,1.95,2.63,0.85,1.85,2.08
h_1,1.32,0.91,0.98,1.24,0.78,0.88,4.1,2.34,2.2,2.01,2.51,2.5,1.66,2.27,2.19,3.81
g_1,0.92,1.4,0.88,0.99,1.01,0.99,1.45,4.3,1.98,2.19,2.29,3.19,2.03,1.81,2.39,1.86
c_0,1.16,1.1,1.03,0.84,0.81,0.95,2.02,2.31,3.77,2.49,3.55,2.77,3.02,2.24,2.23,2.91
d_0,1.02,0.56,0.92,1.77,0.82,1.17,2.15,2.06,1.84,3.75,2.73,2.24,2.25,2.47,2.19,2.56
b_0,1.22,1.13,1.12,1.13,0.39,0.96,1.89,2.2,1.94,2.07,3.93,1.7,3.07,3.94,2.03,2.67
f_0,0.71,1.05,0.85,1.35,0.9,0.98,1.59,1.92,1.95,2.69,2.78,3.96,3.23,2.42,4.84,2.7
h_0,1.32,1.12,0.98,0.93,0.94,0.92,0.91,2.75,2.22,2.28,2.16,1.99,1.68,2.04,2.26,3.63
a_0,1.07,1.01,1.07,1.38,0.81,,1.78,2.19,2.59,2.28,1.75,2.19,3.08,4.6,2.12,2.59
e_0,1.27,1.1,0.62,0.93,0.84,1.09,2.27,2.35,2.62,2.64,2.65,1.48,3.07,2.71,4.67,2.45
g_0,0.97,1.44,0.88,1.13,0.86,0.91,1.57,1.31,2.17,1.99,2.12,3.14,2.28,1.96,2.74,
