,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.17,0.93,1.95,1.8,1.66,1.75,0.61,0.32,0.31,0.47,0.35,0.38,0.32,0.28,1.27,0.27
f_1,1.81,0.17,1.56,1.65,1.63,1.78,0.33,0.32,0.35,0.59,0.34,0.99,0.31,0.18,0.27,0.23
c_1,1.34,2.02,0.16,2.13,1.32,1.43,0.52,0.21,1.39,0.43,0.35,0.37,0.3,0.24,0.4,0.26
d_1,2.14,1.8,1.4,0.15,1.5,1.83,0.45,1.76,0.28,0.29,0.33,0.39,0.32,0.23,0.27,0.14
b_1,1.66,2.08,0.88,1.63,0.15,1.88,0.48,0.36,0.4,0.51,1.07,0.34,0.42,0.23,0.38,0.25
a_1,1.54,1.46,2.08,1.8,1.06,0.09,0.52,0.36,0.38,0.55,0.35,0.36,1.07,0.25,0.41,0.26
h_1,0.83,1.02,1.16,0.78,0.94,0.76,0.06,0.27,0.22,0.35,0.2,0.2,0.18,0.52,0.16,0.15
d_0,0.48,0.96,1.28,2.44,1.05,0.74,0.29,0.07,0.21,0.39,0.24,0.17,0.16,0.13,0.17,0.2
c_0,0.99,0.9,3.97,0.5,1.04,0.92,0.25,0.2,0.07,0.32,0.17,0.16,0.13,0.12,0.15,0.12
g_1,1.3,1.22,0.98,0.74,1.05,0.95,0.16,0.22,0.17,0.05,0.15,0.15,0.17,0.1,0.15,0.56
b_0,1.02,0.86,1.17,0.68,3.6,0.82,0.22,0.24,0.09,0.24,0.06,0.13,0.2,0.12,0.17,0.12
f_0,0.67,2.89,0.97,0.93,0.99,0.92,0.28,0.21,0.15,0.18,0.17,0.06,0.17,0.14,0.19,0.09
a_0,0.86,1.0,1.01,0.79,1.29,1.79,0.3,0.22,0.15,0.26,0.09,0.15,0.05,0.18,0.22,0.14
h_0,0.88,1.1,0.99,0.75,0.97,1.05,0.56,0.18,0.19,0.27,0.19,0.14,0.21,0.26,0.15,0.16
e_0,1.73,0.94,1.0,0.68,1.09,0.8,0.24,0.2,0.2,0.26,0.26,0.09,0.22,0.11,0.04,0.17
g_0,0.85,0.8,1.13,0.97,0.94,0.63,0.25,0.25,0.24,,0.18,0.18,0.25,0.1,0.17,0.38
