,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,106.33,57.38,40.48,49.9,58.55,222.07,4832.24,8247.99,11906.36,13292.65,20025.21,9637.4,56970.11,50147.3,64118.73,96689.31
e_1,29.71,113.2,37.67,52.55,56.42,190.53,5963.96,10875.27,11496.45,26738.02,22703.53,21613.57,70308.4,52944.06,37675.09,102002.05
d_1,30.66,32.09,134.4,34.6,53.35,189.5,5283.69,16028.94,8794.83,10828.66,21218.34,24635.92,54223.65,54194.34,83105.05,82764.36
c_1,32.32,28.51,48.0,144.88,79.82,133.16,4083.31,3406.47,9569.84,11734.35,17609.86,21207.46,51583.78,47351.46,58280.25,90087.75
b_1,28.0,28.81,35.77,36.31,167.68,314.95,4477.47,7994.14,11020.5,12328.27,9807.25,17611.65,53251.53,37325.45,68854.49,94857.0
a_1,16.38,17.19,27.06,33.11,22.41,484.23,3699.85,7600.89,7419.13,9322.95,12991.05,9820.42,39988.74,22254.44,41307.71,53182.35
h_1,12.73,10.03,14.15,14.54,18.81,59.38,3220.33,2660.62,3631.74,4770.2,6493.44,5815.18,9711.84,15465.52,17729.21,35349.59
c_0,10.82,9.45,11.86,10.26,12.95,45.76,1521.29,4455.1,2323.12,4215.65,9332.54,5608.79,12922.35,16530.52,24097.66,23049.22
g_1,7.31,7.6,16.93,11.14,11.14,42.17,1173.29,2696.66,6103.37,3423.97,3825.17,6959.7,13069.84,16087.93,16542.72,19629.56
d_0,9.5,6.78,3.99,18.86,12.45,48.76,1013.21,2080.5,2324.94,5956.82,4259.74,3503.43,11484.88,12977.21,13057.71,22260.14
b_0,8.47,8.3,9.27,10.87,7.48,30.14,740.71,1761.11,2735.51,3426.11,7502.84,4335.31,12706.86,23281.4,18018.13,26547.51
f_0,4.43,6.98,9.2,10.98,14.21,46.19,1074.77,1962.41,2047.18,3751.37,4270.31,7790.79,11723.61,12081.05,28705.33,17000.2
h_0,7.22,4.43,7.1,7.23,8.39,30.04,515.4,1660.74,2154.38,2962.59,3567.81,2768.95,6028.73,9811.71,11653.57,21624.48
a_0,5.7,5.4,6.34,8.42,9.05,,826.01,1476.08,1485.5,2438.83,2515.74,3086.65,6793.9,17554.78,12105.24,16002.09
e_0,5.45,2.9,5.86,8.2,9.11,20.2,808.55,1260.23,1752.67,2496.2,3119.11,2028.78,7204.7,8011.15,22386.23,17898.59
g_0,4.02,4.36,8.98,6.86,7.01,21.91,743.81,1322.97,,1960.58,1862.39,3972.73,5390.22,7443.69,8664.09,8983.11
