,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.92,0.41,0.36,0.45,0.34,0.2,0.39,0.28,0.37,0.59,0.37,0.35,0.35,0.23,0.18,0.31
f_1,0.68,0.92,0.38,0.37,0.26,0.18,0.37,0.29,0.35,0.37,0.35,0.23,0.33,0.23,0.15,0.26
d_1,0.41,0.48,0.92,0.3,0.27,0.19,0.4,0.34,0.64,0.27,0.42,0.34,0.38,0.26,0.27,0.33
c_1,0.41,0.42,0.35,0.92,0.59,0.22,0.34,0.28,0.24,0.36,0.25,0.28,0.33,0.22,0.2,0.25
b_1,0.4,0.42,0.42,0.35,0.9,0.45,0.37,0.29,0.34,0.32,0.24,0.27,0.37,0.19,0.2,0.3
a_1,0.38,0.45,0.48,0.4,0.29,0.89,0.36,0.28,0.4,0.4,0.36,0.3,0.44,0.18,0.24,0.33
h_1,0.44,0.54,0.47,0.41,0.34,0.2,0.67,0.42,0.38,0.34,0.36,0.32,0.28,0.29,0.25,0.42
g_1,0.37,0.4,0.67,0.33,0.32,0.22,0.41,0.67,0.45,0.29,0.34,0.5,0.42,0.28,0.27,0.28
c_0,0.49,0.5,0.49,0.34,0.28,0.21,0.42,0.35,0.56,0.37,0.59,0.34,0.41,0.34,0.28,0.39
d_0,0.41,0.43,0.35,0.68,0.4,0.2,0.37,0.32,0.29,0.56,0.33,0.35,0.35,0.28,0.26,0.31
b_0,0.49,0.49,0.45,0.45,0.27,0.18,0.43,0.32,0.38,0.43,0.57,0.36,0.42,0.49,0.27,0.36
f_0,0.35,0.44,0.48,0.46,0.34,0.21,0.46,0.34,0.41,0.4,0.4,0.55,0.43,0.3,0.52,0.32
h_0,0.48,0.61,0.48,0.35,0.3,0.19,0.32,0.37,0.41,0.35,0.34,0.37,0.33,0.27,0.27,0.43
a_0,0.48,0.47,0.52,0.4,0.35,0.21,0.42,0.31,0.44,0.36,0.35,0.32,0.41,0.43,0.24,0.36
e_0,0.34,0.47,0.47,0.54,0.39,0.19,0.4,0.27,0.4,0.4,0.4,0.34,0.4,0.32,0.47,0.36
g_0,0.43,0.43,0.61,0.37,0.32,0.18,0.43,0.28,0.46,0.34,0.37,0.47,0.37,0.28,0.31,0.3
