,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.95,0.43,0.45,0.52,0.35,0.29,0.32,0.46,0.32,0.26,0.29,0.26,0.24,0.2,0.25,0.12
f_1,0.74,0.94,0.44,0.4,0.34,0.24,0.29,0.3,0.28,0.28,0.24,0.17,0.22,0.18,0.23,0.12
d_1,0.46,0.55,0.95,0.35,0.36,0.26,0.31,0.26,0.45,0.26,0.31,0.25,0.28,0.21,0.23,0.21
c_1,0.44,0.51,0.49,0.94,0.58,0.32,0.32,0.27,0.16,0.22,0.22,0.25,0.25,0.19,0.25,0.21
b_1,0.56,0.55,0.48,0.47,0.94,0.44,0.32,0.31,0.3,0.24,0.17,0.25,0.3,0.2,0.21,0.2
a_1,0.56,0.59,0.68,0.5,0.43,0.94,0.43,0.34,0.35,0.31,0.41,0.27,0.38,0.15,0.27,0.2
h_1,0.78,0.96,0.8,0.67,0.51,0.35,0.77,0.4,0.44,0.52,0.44,0.36,0.31,0.3,0.44,0.3
d_0,0.67,0.81,0.6,1.21,0.64,0.48,0.53,0.66,0.45,0.46,0.48,0.43,0.47,0.31,0.35,0.3
c_0,0.83,0.85,0.79,0.66,0.53,0.38,0.54,0.53,0.68,0.46,0.78,0.44,0.49,0.42,0.41,0.33
g_1,0.77,0.72,1.16,0.77,0.56,0.36,0.46,0.42,0.54,0.74,0.45,0.49,0.43,0.34,0.37,0.33
b_0,0.68,0.99,0.81,0.86,0.49,0.35,0.59,0.56,0.46,0.49,0.68,0.47,0.5,0.59,0.41,0.33
f_0,0.64,0.76,0.97,0.89,0.69,0.52,0.64,0.5,0.55,0.49,0.5,0.66,0.5,0.38,0.42,0.67
h_0,0.89,1.17,0.93,0.82,0.7,0.45,0.47,0.51,0.56,0.59,0.46,0.41,0.41,0.36,0.52,0.32
a_0,0.89,0.99,1.08,0.75,0.73,0.42,0.57,0.65,0.61,0.52,0.56,0.53,0.52,0.64,0.5,0.42
g_0,0.81,0.92,1.29,0.8,0.8,0.51,0.57,0.54,0.5,0.39,0.51,0.64,0.5,0.28,0.34,0.41
e_0,0.73,1.12,1.11,0.87,0.82,0.62,0.73,0.59,0.5,0.55,0.58,0.41,0.55,0.34,0.48,0.6
