,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.45,1.31,1.34,1.73,1.54,1.45,3.08,2.97,3.1,4.9,3.36,3.87,4.12,3.26,2.98,4.1
f_1,2.22,2.47,1.39,1.48,1.22,1.34,2.55,2.8,2.99,3.11,3.15,2.49,3.37,3.27,2.36,3.73
d_1,1.48,1.67,2.49,1.29,1.29,1.37,3.06,2.74,4.81,2.78,3.78,3.41,4.05,3.47,3.71,3.86
c_1,1.35,1.52,1.37,2.61,2.52,1.29,2.49,2.71,2.22,2.8,2.61,2.99,3.97,3.46,2.96,3.61
b_1,1.39,1.56,1.56,1.23,2.83,2.87,2.91,2.83,3.3,2.67,2.38,2.83,4.07,2.79,3.27,4.12
a_1,1.42,1.6,1.73,1.72,1.09,3.5,3.01,2.63,3.01,3.6,3.56,3.18,4.91,2.68,3.69,4.37
h_1,1.45,1.92,1.6,1.58,1.64,1.35,4.14,3.62,3.15,2.96,3.15,3.07,3.47,3.85,3.61,5.24
g_1,1.3,1.39,2.19,1.36,1.49,1.5,2.89,4.59,3.33,2.59,3.03,4.79,4.31,3.68,3.73,3.66
c_0,1.59,1.72,1.5,1.53,1.29,1.53,3.11,3.11,4.18,3.39,5.1,3.4,4.44,4.14,3.86,4.61
d_0,1.24,1.49,1.19,2.51,1.8,1.37,2.96,3.18,2.71,4.23,3.0,3.53,4.01,3.87,3.58,4.33
b_0,1.63,1.67,1.46,1.72,1.35,1.24,3.27,2.97,2.82,3.65,4.41,3.68,4.8,6.07,3.94,4.48
f_0,1.16,1.52,1.61,1.82,1.68,1.51,3.15,2.88,3.42,3.49,3.56,4.66,4.67,3.99,6.75,3.68
h_0,1.57,2.12,1.64,1.4,1.45,1.3,2.5,3.19,3.32,3.22,2.95,3.45,3.65,3.72,3.84,5.44
a_0,1.6,1.58,1.78,1.52,1.69,1.34,2.99,3.04,3.28,2.96,2.83,3.22,4.42,4.98,3.26,4.37
e_0,1.19,1.85,1.57,1.96,1.68,1.4,2.99,2.7,2.95,3.36,3.63,3.06,4.08,4.09,5.38,4.23
g_0,1.39,1.58,2.08,1.49,1.48,1.39,2.89,2.82,3.44,2.91,3.34,4.57,3.61,3.66,3.89,3.95
