,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.17,0.26,0.48,0.52,0.5,0.49,0.14,0.14,0.1,0.08,0.13,0.1,0.07,0.09,0.15,0.1
f_1,0.38,0.16,0.43,0.48,0.5,0.38,0.1,0.15,0.09,0.09,0.13,0.09,0.05,0.09,0.08,0.07
d_1,0.6,0.49,0.15,0.44,0.4,0.4,0.12,0.09,0.16,0.08,0.09,0.09,0.06,0.1,0.07,0.04
c_1,0.36,0.43,0.53,0.14,0.5,0.46,0.12,0.12,0.05,0.13,0.09,0.08,0.07,0.09,0.1,0.07
b_1,0.45,0.62,0.42,0.28,0.14,0.46,0.14,0.12,0.11,0.11,0.08,0.13,0.07,0.09,0.1,0.07
a_1,0.5,0.55,0.46,0.47,0.24,0.1,0.13,0.16,0.1,0.09,0.08,0.16,0.07,0.27,0.09,0.06
h_1,0.36,0.41,0.38,0.41,0.4,0.36,0.06,0.1,0.09,0.07,0.08,0.09,0.09,0.08,0.07,0.06
g_1,0.4,0.45,0.36,0.45,0.4,0.33,0.09,0.05,0.09,0.08,0.08,0.08,0.04,0.07,0.07,0.07
d_0,0.23,0.38,0.68,0.42,0.43,0.41,0.13,0.13,0.05,0.08,0.09,0.08,0.06,0.08,0.09,0.09
c_0,0.46,0.42,0.24,0.58,0.43,0.35,0.13,0.12,0.12,0.05,0.11,0.08,0.07,0.08,0.07,0.06
f_0,0.41,0.64,0.37,0.41,0.36,0.34,0.12,0.07,0.09,0.07,0.04,0.08,0.06,0.07,0.09,0.04
b_0,0.37,0.4,0.32,0.58,0.5,0.37,0.1,0.14,0.09,0.04,0.09,0.04,0.05,0.07,0.07,0.06
h_0,0.39,0.4,0.38,0.38,0.39,0.31,0.15,0.12,0.09,0.09,0.08,0.08,0.09,0.08,0.07,0.06
a_0,0.38,0.42,0.34,0.41,0.5,0.54,0.12,0.11,0.08,0.07,0.08,0.04,0.05,0.03,0.08,0.07
e_0,0.62,0.47,0.37,0.43,0.33,0.31,0.09,0.09,0.1,0.08,0.05,0.09,0.08,0.07,0.04,0.04
g_0,0.4,0.5,0.39,0.38,0.37,0.4,0.08,0.13,0.09,0.08,0.07,0.09,0.04,0.06,0.07,0.06
