,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,6.27,4.66,2.39,2.96,2.63,2.6,10.41,11.05,9.24,14.76,12.04,9.51,19.9,12.33,10.63,19.07
e_1,3.08,6.35,2.48,3.34,2.66,2.77,10.52,11.93,10.05,21.74,13.39,13.65,19.79,15.34,11.01,20.84
d_1,2.95,2.78,6.54,2.12,2.65,3.24,9.99,22.39,11.42,10.6,17.62,15.75,21.73,16.55,15.89,22.02
c_1,2.65,2.29,2.78,7.25,5.21,2.69,9.32,7.49,10.8,10.82,9.17,13.11,19.77,13.66,15.02,21.28
b_1,2.69,2.47,2.93,2.6,7.38,5.64,10.86,12.19,9.65,12.45,8.79,13.07,19.69,10.76,12.88,20.63
a_1,3.18,2.85,2.87,3.1,2.57,10.17,12.63,13.02,10.49,14.96,13.27,14.55,21.17,10.51,12.97,21.12
h_1,4.07,3.02,3.16,3.09,2.74,2.83,18.09,13.38,13.07,12.48,15.31,13.6,17.54,17.22,13.8,27.07
c_0,3.62,3.11,3.27,2.63,2.64,2.58,10.62,20.3,13.83,15.17,26.22,15.88,24.08,22.03,18.39,22.2
g_1,2.51,2.55,4.49,3.11,3.06,2.89,10.16,15.94,22.59,11.96,13.99,22.04,21.59,14.69,16.17,18.5
d_0,3.08,2.92,2.52,5.09,3.33,2.42,11.56,10.87,11.04,18.79,14.24,12.06,22.8,17.19,14.38,20.43
b_0,3.44,3.31,3.2,3.26,2.57,2.19,12.12,15.19,12.75,14.31,23.21,15.52,23.4,31.35,17.27,22.11
f_0,2.58,2.54,3.24,3.34,3.43,3.0,11.93,16.15,12.07,13.13,16.0,24.44,24.31,22.17,30.96,21.82
h_0,3.82,3.16,3.26,3.18,2.95,2.52,8.95,14.6,13.81,13.65,12.98,13.91,15.88,14.16,17.35,26.59
a_0,3.3,2.88,3.05,3.68,3.37,2.21,11.32,13.93,11.88,14.04,16.8,15.01,21.83,28.83,20.24,20.68
e_0,3.23,2.28,3.47,3.31,3.16,2.82,11.72,15.24,14.25,13.39,16.48,16.8,25.73,17.69,32.08,24.59
g_0,2.77,2.59,4.26,3.1,2.82,2.79,11.3,14.41,10.53,12.48,16.39,23.37,22.09,17.91,20.32,18.03
