,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.31,0.93,0.91,0.93,0.62,0.37,0.4,0.39,0.31,0.38,0.41,0.31,0.3,0.29,0.31
e_1,0.76,1.0,1.15,0.85,0.95,0.67,0.47,0.63,0.48,0.52,0.39,0.39,0.37,0.29,0.45,0.36
c_1,1.07,0.87,1.0,1.11,1.25,0.84,0.51,0.35,0.42,0.27,0.34,0.36,0.4,0.36,0.34,0.31
d_1,1.1,1.17,0.9,1.0,0.93,0.65,0.52,0.6,0.35,0.64,0.48,0.36,0.35,0.34,0.35,0.27
b_1,1.08,1.05,0.8,1.08,1.0,1.27,0.7,0.49,0.48,0.5,0.48,0.52,0.38,0.38,0.37,0.29
a_1,1.6,1.5,1.19,1.55,0.79,1.0,0.71,0.66,0.76,0.55,0.68,0.55,0.56,0.52,0.4,0.42
h_1,2.74,2.07,2.01,1.97,1.44,1.4,1.0,0.85,1.14,0.77,0.75,0.74,0.71,0.65,0.7,0.8
d_0,2.55,1.55,3.08,1.7,1.97,1.44,1.21,1.0,0.84,0.76,0.92,0.65,0.74,0.77,0.58,0.84
g_1,2.54,2.05,2.33,2.86,2.08,1.32,0.87,1.2,1.0,0.9,0.87,1.08,0.61,0.62,0.76,0.87
c_0,3.29,2.01,3.68,1.58,2.0,1.67,1.27,1.36,1.09,1.0,1.21,0.95,1.01,0.94,0.7,0.82
b_0,2.75,2.52,2.94,2.04,1.98,1.51,1.35,1.12,1.1,0.91,1.0,1.05,1.05,1.3,0.76,0.97
f_0,2.66,2.5,2.99,2.79,2.0,1.8,1.24,1.36,0.9,1.03,0.92,1.0,0.98,0.93,1.32,0.76
h_0,3.29,2.76,2.68,2.79,2.57,1.77,1.38,1.27,1.66,1.03,0.96,1.0,1.0,0.89,0.92,0.99
a_0,3.35,3.54,2.81,3.16,2.58,,1.58,1.27,1.71,1.09,0.76,1.03,1.11,1.0,1.13,0.93
e_0,3.37,2.61,2.86,2.79,2.81,2.22,1.54,1.64,1.34,1.29,1.26,0.77,1.09,0.99,1.0,1.11
g_0,3.25,2.61,3.31,3.61,2.95,2.28,1.25,1.14,1.1,1.19,1.06,1.31,1.05,1.0,0.96,1.0
