,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.0,1.27,0.86,0.86,0.92,0.59,0.4,0.48,0.39,0.42,0.36,0.42,0.3,0.34,0.31,0.25
e_1,0.79,1.0,1.01,1.15,0.89,0.79,0.55,0.44,0.44,0.59,0.42,0.45,0.38,0.34,0.36,0.37
d_1,1.16,0.99,1.0,0.84,0.86,0.76,0.47,0.4,0.59,0.47,0.44,0.39,0.34,0.31,0.27,0.31
c_1,1.16,0.87,1.17,1.0,1.29,0.7,0.49,0.42,0.38,0.3,0.34,0.4,0.33,0.31,0.34,0.3
b_1,1.12,1.12,1.15,0.78,1.0,1.17,0.64,0.51,0.54,0.44,0.47,0.4,0.42,0.3,0.36,0.35
a_1,1.69,1.25,1.33,1.42,0.85,1.0,0.68,0.65,0.47,0.62,0.62,0.49,0.53,0.49,0.4,0.48
h_1,2.52,1.81,2.16,2.02,1.59,1.47,1.0,1.08,0.89,0.83,0.88,0.68,0.72,0.66,0.76,0.65
g_1,2.07,2.25,2.65,2.26,1.97,1.51,0.91,1.0,0.93,0.74,0.85,1.07,0.65,0.7,0.67,0.65
c_0,2.54,2.23,1.73,2.32,1.9,1.94,1.14,1.08,1.0,1.11,1.3,0.98,0.84,0.87,0.75,0.77
d_0,2.26,1.72,2.22,3.39,2.3,1.6,1.16,1.29,0.86,1.0,0.96,0.88,0.79,0.83,0.78,0.83
b_0,2.82,2.4,2.26,2.73,2.34,1.55,1.21,1.14,0.78,1.03,1.0,0.93,0.9,1.14,0.82,0.89
f_0,2.61,2.19,2.55,2.38,2.27,2.03,1.51,0.97,1.06,1.1,1.08,1.0,0.87,0.85,0.76,1.14
h_0,3.44,2.76,2.83,2.79,2.39,1.94,1.39,1.53,1.15,1.22,1.11,1.14,1.0,1.0,1.1,0.73
a_0,3.08,2.89,3.32,3.05,3.13,2.08,1.57,1.47,1.17,1.23,0.95,1.15,1.01,1.0,1.02,1.0
g_0,3.29,2.75,3.78,2.87,2.76,2.39,1.35,1.46,1.29,1.3,1.19,1.36,0.89,0.99,1.0,1.21
e_0,3.97,2.79,3.34,3.02,2.95,2.13,1.54,1.42,1.3,1.17,1.15,0.84,1.39,1.1,0.85,1.0
