,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.93,0.1,0.11,0.09,0.08,0.05,0.06,0.05,0.11,0.07,0.05,0.05,0.06,0.06,,0.05
f_1,0.16,0.93,0.1,0.1,0.09,0.07,0.06,0.07,0.07,0.06,0.06,,0.06,0.04,0.04,0.04
d_1,0.09,0.12,0.93,0.09,0.08,0.06,0.06,0.06,,0.13,0.07,0.06,0.07,0.04,0.05,0.04
c_1,0.12,0.11,0.11,0.93,0.15,0.06,0.07,0.07,0.06,,0.05,0.05,0.07,0.06,0.05,0.04
b_1,0.13,0.12,0.12,0.1,0.93,,0.06,0.06,0.08,0.07,,0.06,0.07,0.04,0.04,0.05
a_1,0.16,0.13,0.11,0.1,,0.93,0.11,0.08,0.08,0.09,0.07,0.08,0.08,,,0.05
h_1,0.32,0.38,0.28,0.26,0.31,0.13,0.71,0.21,0.19,0.2,0.16,0.18,,0.09,0.12,0.17
g_1,0.29,0.29,0.37,0.29,0.25,0.16,0.16,0.71,0.16,0.18,0.23,0.24,0.17,,0.17,
d_0,0.34,0.33,,0.52,0.3,0.18,0.27,0.23,0.59,0.17,0.16,0.18,0.25,0.19,0.11,0.17
c_0,0.38,0.36,0.24,,0.24,0.2,0.23,0.25,0.24,0.6,0.37,0.19,0.19,0.14,0.14,0.15
b_0,0.46,0.4,0.36,0.3,,0.24,0.24,0.17,0.28,0.18,0.57,0.19,0.23,0.27,0.13,0.21
f_0,0.3,,0.39,0.39,0.32,0.2,0.19,0.19,0.23,0.24,0.22,0.59,0.28,0.17,0.31,0.14
h_0,0.47,0.54,0.47,0.36,0.4,0.31,,0.29,0.28,0.32,0.25,0.29,,0.25,0.19,0.34
a_0,0.34,0.48,0.39,0.38,0.34,,0.37,,0.23,0.25,0.22,0.2,0.22,0.59,,
e_0,,0.48,0.42,0.37,0.35,,0.2,0.2,0.38,0.26,0.28,0.17,0.24,,0.59,0.26
g_0,0.44,0.48,0.75,0.5,0.39,0.35,0.33,,0.28,0.34,0.21,0.49,0.27,,0.19,
