,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,e_0,a_0,g_0
f_1,8891.1,4509.86,4616.12,5904.26,6733.42,24759.49,3150334.86,7993375.45,8183602.68,16699936.97,28873352.29,15478782.85,134186214.3,92380433.43,144378280.14,251619032.13
e_1,2951.34,9473.86,4498.59,5207.96,7873.0,27067.39,3259251.39,16931101.69,11629070.18,17426787.05,39020884.12,41717257.85,175805555.91,72228892.37,193496826.51,348245706.53
c_1,2211.0,2448.02,17115.23,6611.82,15878.08,29439.49,3008291.94,7416850.38,9832369.24,5799484.0,20721521.04,32693064.03,134593178.82,126436894.08,116305372.81,371615965.22
d_1,2618.15,2650.63,3069.33,30525.97,7113.74,23970.02,3870754.09,3993210.21,9833213.08,37441264.13,37887933.85,36390007.72,177880668.64,162442245.34,147960947.94,409517396.77
b_1,2216.04,2263.94,3925.76,6716.54,41325.57,66696.11,2681385.75,8858278.36,8074967.13,15505705.21,12058830.14,41476376.95,175010835.7,160989773.52,105442280.47,376756622.17
a_1,2820.51,2368.5,4035.15,7364.2,7123.51,206575.13,3296183.58,8624369.91,9479355.34,14721118.63,34488315.22,38607709.65,184059505.63,172687983.45,90587493.28,377119281.43
h_1,3958.15,2808.27,4899.86,7672.8,10067.54,32175.01,9704691.03,9337872.0,16099041.15,22740268.51,36955322.31,44895783.82,106901551.88,216101489.32,157146777.14,570546342.73
d_0,3267.84,2556.49,9634.97,4219.91,10305.34,29571.53,4382500.17,19281338.21,13644751.98,15208387.11,36062672.51,39560887.33,199542547.25,204605355.1,198297472.63,490574365.82
g_1,2881.35,2219.52,4884.34,12735.65,9867.92,34581.51,4096611.34,9637711.93,38262871.88,23883540.73,41034198.15,69691436.9,173073208.66,202068925.08,164518557.76,321913762.18
c_0,3559.68,3099.81,4071.27,8990.78,6724.93,33877.73,4182380.61,10348831.69,12980580.04,44653618.17,81915913.55,52895396.21,199064513.53,172343083.21,224421182.56,454079444.67
b_0,3670.32,3096.19,4929.45,8773.26,7010.37,27716.06,4738641.22,11083185.84,13133793.72,21064306.41,86234391.3,47383368.04,176979999.72,186348192.77,386455831.45,482311946.27
f_0,2132.28,2328.89,6020.62,8751.54,11112.56,45251.27,4355597.69,12398105.3,13969535.13,21009306.29,42280318.7,108496662.52,206207303.34,405738396.09,147112633.96,549080242.71
h_0,3751.75,2949.23,5554.71,8323.86,11209.22,36430.91,2514825.08,9855305.63,16981300.06,23546727.52,39379120.25,43738675.99,135361091.77,209360071.86,151858624.56,701419086.29
e_0,3405.19,1360.61,7150.44,7802.45,11755.22,43770.17,4834929.97,9644031.74,12546872.14,23083236.5,35323683.32,54316538.46,217720421.96,483640378.05,157487026.89,547163295.9
a_0,3222.48,3161.06,6006.83,7231.28,10851.63,19523.75,4294442.37,11143537.86,15075535.54,21438670.82,40584091.21,50898424.53,222627606.26,207650939.58,505988705.55,602856287.55
g_0,2468.86,2320.9,5498.03,12519.3,11134.61,32159.43,4357676.98,9204473.83,9718846.99,20895058.15,37933456.17,79273126.86,178229141.96,215540186.75,142321609.49,334177143.6
