,d_1,e_1,f_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
d_1,2.37,1.02,1.14,0.82,0.87,0.8,2.0,1.75,3.77,1.61,2.88,2.07,2.69,2.23,2.04,2.79
e_1,0.86,2.38,1.1,1.24,1.02,0.86,1.89,1.66,2.04,3.61,1.94,2.4,2.92,2.03,1.5,2.49
f_1,0.95,1.81,2.4,1.03,0.91,0.69,1.58,1.64,2.07,2.26,2.13,1.42,2.76,1.92,1.25,1.88
c_1,1.06,0.95,0.98,2.57,1.7,0.93,2.0,1.73,1.4,1.99,1.46,2.22,2.52,1.52,1.58,2.4
b_1,1.21,0.9,1.19,0.99,2.71,1.46,2.17,1.72,2.03,1.86,1.45,1.89,2.51,1.19,1.98,2.52
a_1,1.2,1.12,1.19,1.05,0.84,3.14,2.19,1.79,1.99,2.39,1.87,2.17,3.09,1.2,2.26,2.65
h_1,1.23,1.05,1.36,1.15,1.06,0.89,3.42,2.23,2.16,2.02,2.19,2.0,2.34,1.96,2.02,3.37
g_1,1.71,0.9,0.82,1.09,1.09,0.88,2.26,3.76,2.37,1.9,2.21,3.09,2.89,2.37,2.5,2.34
c_0,1.27,1.17,1.15,0.91,0.85,0.92,2.09,2.03,3.34,2.47,3.86,2.3,3.2,2.96,2.09,2.93
d_0,0.85,1.18,1.22,1.84,1.08,0.82,2.15,1.91,1.54,3.28,1.78,2.36,2.85,1.87,2.01,2.63
b_0,1.41,1.2,1.13,1.05,0.68,0.75,2.27,2.09,2.54,2.28,3.48,2.05,3.07,4.37,2.0,3.05
f_0,1.3,0.87,1.07,1.07,1.03,1.16,2.55,2.18,2.5,2.07,2.46,3.55,3.29,2.31,4.27,2.93
h_0,1.29,1.18,1.49,1.08,1.0,0.74,1.61,2.33,2.39,1.99,1.98,2.01,2.29,2.29,1.56,3.16
a_0,1.34,1.18,1.17,1.19,0.93,0.74,2.25,2.1,2.53,2.28,2.38,2.29,3.05,3.55,1.76,2.71
e_0,1.33,0.99,1.24,1.08,1.05,0.93,2.34,1.95,2.71,2.15,2.57,2.25,3.44,2.25,3.71,3.01
g_0,1.64,1.02,1.13,1.01,0.84,0.93,2.05,1.81,2.59,1.88,2.24,3.0,2.71,2.35,2.0,2.51
