,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.66,0.74,1.12,1.15,1.13,1.01,0.5,0.53,0.45,0.38,0.5,0.37,0.34,0.39,0.45,0.34
f_1,1.19,0.65,0.96,1.05,0.99,0.99,0.38,0.51,0.39,0.35,0.45,0.36,0.24,0.33,0.31,0.34
d_1,1.17,1.3,0.64,1.18,0.99,0.84,0.48,0.33,0.52,0.41,0.37,0.43,0.29,0.38,0.34,0.21
c_1,0.98,1.15,1.26,0.64,1.27,0.85,0.51,0.53,0.27,0.43,0.39,0.36,0.35,0.33,0.38,0.33
b_1,1.12,1.43,1.36,0.72,0.61,1.35,0.6,0.57,0.42,0.63,0.45,0.55,0.38,0.39,0.41,0.37
a_1,1.31,1.43,1.51,1.48,0.79,0.57,0.7,0.64,0.6,0.56,0.51,0.62,0.47,0.53,0.62,0.45
h_1,1.77,1.95,1.74,1.73,1.65,1.41,0.54,0.86,0.67,0.63,0.63,0.63,0.64,0.56,0.55,0.53
g_1,1.88,1.97,2.05,1.82,1.72,1.67,0.59,0.53,0.72,0.76,0.73,0.66,0.44,0.61,0.59,0.64
d_0,1.29,1.94,2.82,2.35,1.76,1.57,0.93,0.94,0.59,0.67,0.63,0.71,0.71,0.67,0.64,0.6
c_0,2.06,2.1,1.35,2.96,1.79,1.7,0.96,0.87,1.07,0.56,0.8,0.85,0.55,0.66,0.63,0.59
f_0,1.89,2.69,1.95,2.13,1.97,1.71,0.92,0.64,0.85,0.68,0.54,0.78,0.62,0.69,0.94,0.42
b_0,2.09,2.22,1.68,2.69,2.45,1.87,0.84,0.95,0.81,0.51,0.68,0.55,0.63,0.78,0.57,0.53
h_0,2.08,2.4,2.33,2.18,2.21,1.93,1.07,1.08,0.77,0.86,0.79,0.77,0.73,0.68,0.62,0.69
a_0,2.17,2.61,2.08,2.44,2.67,2.74,1.13,0.94,0.87,0.83,0.89,0.52,0.72,0.54,0.79,0.63
e_0,2.48,3.21,2.14,2.32,2.25,1.91,1.05,0.93,0.9,0.85,0.48,0.91,0.83,0.82,0.54,0.59
g_0,2.43,2.37,2.55,2.48,2.38,2.15,0.89,1.01,0.98,0.86,0.97,0.84,0.61,0.86,0.9,0.76
