,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,0.43,1.05,2.17,2.76,2.17,2.19,0.57,0.78,0.44,0.41,0.51,0.41,0.27,1.03,0.41,0.47
f_1,1.99,0.42,1.65,2.06,1.96,2.0,0.45,0.81,0.45,0.4,1.08,0.42,0.22,0.43,0.31,0.36
d_1,2.37,2.13,0.42,2.35,1.89,1.97,0.56,0.36,1.35,0.34,0.39,0.43,0.31,0.43,0.2,0.39
c_1,1.8,2.52,2.76,0.42,2.09,2.14,0.59,0.51,0.22,0.73,0.36,0.4,0.28,0.35,0.3,0.35
b_1,2.0,2.34,2.43,1.29,0.4,2.23,0.75,0.7,0.47,0.6,0.44,1.02,0.42,0.5,0.4,0.7
a_1,3.12,3.75,2.9,2.46,1.45,0.33,0.74,1.03,0.61,0.66,0.57,0.58,0.47,0.51,0.35,0.89
h_1,3.27,3.21,3.04,3.26,3.85,2.82,0.33,0.94,0.72,0.65,0.72,0.73,0.93,0.56,0.45,0.59
g_1,3.98,4.43,3.35,3.75,3.9,3.14,0.84,0.31,0.72,0.66,0.81,0.76,0.38,0.69,0.75,0.57
d_0,2.17,4.83,7.12,3.53,3.79,3.72,1.3,1.16,0.39,0.77,0.83,0.85,0.57,0.83,0.66,0.85
c_0,3.76,4.07,2.09,10.41,4.37,3.25,0.99,1.29,1.02,0.39,0.87,0.79,0.61,0.84,0.58,0.74
f_0,3.38,8.61,3.66,3.63,5.35,3.03,1.21,0.66,0.74,0.64,0.35,0.74,0.58,0.85,0.33,0.81
b_0,3.7,3.91,3.01,5.4,9.78,4.11,1.16,0.99,1.11,0.4,0.84,0.36,0.62,0.93,0.6,0.68
h_0,4.29,4.21,5.16,4.52,3.93,5.07,2.24,1.14,0.86,0.84,1.13,0.84,1.01,0.85,0.75,0.76
e_0,7.81,7.11,4.55,4.54,4.45,5.12,1.49,1.13,1.17,0.94,0.46,0.88,0.75,0.3,0.63,0.66
g_0,4.95,6.45,3.97,5.67,5.63,4.42,0.95,2.4,1.13,0.99,0.99,0.88,0.54,1.19,1.01,1.01
a_0,5.0,5.05,4.54,5.03,7.31,7.06,1.52,1.54,1.05,0.82,0.97,0.5,0.76,1.05,0.91,0.34
