,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.18,6.62,17.42,18.4,11.81,9.48,3.67,3.59,4.82,2.69,2.31,2.96,1.64,2.89,,1.64
f_1,14.77,0.18,15.16,9.33,14.99,12.82,2.14,2.49,3.76,2.91,2.9,,1.07,2.52,3.0,3.05
c_1,14.35,13.48,0.15,16.78,9.95,11.31,3.51,1.28,4.7,,3.07,2.58,1.71,2.44,2.54,2.43
d_1,13.29,15.35,13.43,0.15,12.03,11.57,3.33,,1.99,2.11,2.78,2.73,1.96,2.51,2.64,1.5
b_1,15.07,16.1,7.51,12.89,0.14,15.2,3.49,2.32,2.76,3.68,,2.16,1.8,3.27,2.56,1.54
a_1,16.96,22.89,8.48,13.3,7.6,0.1,4.34,3.16,4.21,2.48,2.32,2.65,1.67,,,2.1
h_1,3.38,3.45,3.01,2.71,4.49,3.66,0.07,0.6,1.63,0.74,0.39,0.88,,0.73,0.56,0.42
d_0,1.31,2.62,2.06,,2.91,2.86,0.7,0.09,0.52,0.71,0.82,0.41,0.41,0.47,0.51,0.42
g_1,3.31,3.4,2.97,2.73,4.21,2.46,0.76,0.76,0.06,0.89,0.73,0.87,0.47,,0.66,
c_0,2.5,2.48,,1.43,2.86,2.71,0.69,0.54,0.54,0.08,0.55,0.76,0.49,0.51,0.8,0.35
b_0,2.43,2.56,3.69,3.01,,4.06,0.7,0.65,0.52,0.23,0.07,0.41,0.29,0.61,0.55,0.62
f_0,2.6,,2.78,3.08,2.49,2.99,0.84,0.46,0.75,0.66,0.54,0.07,0.27,0.36,0.5,0.17
h_0,2.38,1.71,2.23,1.73,1.24,2.13,,0.29,0.45,0.33,0.35,0.34,,0.33,0.23,0.16
a_0,4.05,2.75,2.56,2.18,3.82,,0.49,0.51,,0.57,0.26,0.5,0.52,0.05,0.48,0.3
e_0,,2.58,2.29,3.21,3.73,,0.9,0.48,0.9,0.64,0.75,0.19,0.28,0.44,0.04,
g_0,1.44,1.63,1.65,2.7,1.61,1.82,0.48,0.37,,0.32,0.27,0.4,0.2,0.47,,
