,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.05,1.76,1.49,1.64,1.47,1.35,0.54,0.74,0.43,0.49,0.46,0.48,0.31,0.44,0.34,0.37
e_1,1.21,1.05,1.82,2.01,1.66,1.56,0.67,0.69,0.52,0.66,0.53,0.58,0.41,0.48,0.6,0.41
d_1,2.07,1.85,1.05,1.69,1.55,1.33,0.62,0.46,0.6,0.61,0.55,0.46,0.36,0.42,0.45,0.28
c_1,1.99,1.58,2.04,1.06,2.21,1.47,0.71,0.68,0.67,0.36,0.49,0.53,0.42,0.48,0.47,0.41
b_1,2.27,2.24,2.22,1.3,1.06,1.95,0.86,0.8,0.74,0.63,0.73,0.61,0.45,0.5,0.52,0.42
a_1,3.19,2.89,2.9,2.71,1.66,1.07,1.11,0.96,0.84,0.89,1.11,0.88,0.72,1.08,0.9,0.68
h_1,5.06,4.47,4.84,4.27,4.14,3.64,1.29,1.74,1.29,1.35,1.28,1.35,1.23,1.22,1.06,1.11
g_1,5.81,5.19,6.22,5.34,5.03,4.67,1.73,1.28,1.86,1.71,1.7,1.69,1.07,1.32,1.44,1.47
c_0,6.82,5.95,3.92,7.89,5.41,4.85,2.62,1.88,1.41,2.37,2.2,1.75,1.31,1.66,1.55,1.37
d_0,5.7,3.74,8.5,7.3,6.27,5.24,2.42,2.28,1.61,1.44,1.62,1.76,1.41,1.51,1.66,1.38
b_0,6.47,6.21,5.48,7.79,7.5,5.29,2.52,2.26,1.18,2.12,1.41,1.73,1.63,1.9,1.82,1.37
f_0,9.65,6.52,6.93,5.85,6.32,5.57,2.51,1.76,1.94,2.04,2.04,1.42,1.53,1.85,2.05,1.01
h_0,8.89,7.96,8.5,7.78,7.81,6.28,3.18,2.86,2.43,2.27,2.12,2.18,2.32,1.8,1.77,1.81
a_0,8.53,7.95,8.1,8.45,9.15,7.62,2.92,2.93,2.14,2.52,1.48,2.35,1.99,1.53,2.16,1.63
e_0,11.98,10.64,8.44,8.81,8.47,5.84,3.58,2.55,2.55,2.6,2.28,1.52,2.11,2.3,1.49,1.6
g_0,9.8,9.6,10.72,9.23,9.42,6.87,2.89,3.44,2.76,2.92,2.64,2.88,1.76,2.4,2.61,2.14
