,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,0.95,0.97,0.83,0.81,0.5,0.44,0.56,0.35,0.46,0.37,0.32,0.35,0.49,0.32
f_1,1.27,1.0,0.91,0.97,0.78,0.76,0.4,0.49,0.41,0.41,0.33,0.35,0.3,0.28,0.26,0.37
d_1,1.06,1.1,1.0,0.94,0.92,0.64,0.5,0.39,0.47,0.55,0.33,0.47,0.35,0.35,0.3,0.25
c_1,1.03,1.03,1.07,1.0,1.43,0.57,0.49,0.54,0.3,0.39,0.41,0.37,0.35,0.29,0.35,0.3
b_1,1.2,1.29,1.09,0.7,1.0,1.26,0.53,0.59,0.5,0.58,0.47,0.38,0.42,0.37,0.33,0.39
a_1,1.23,1.32,1.56,1.76,0.8,1.0,0.79,0.52,0.67,0.59,0.59,0.58,0.52,0.43,0.58,0.45
h_1,1.91,2.57,2.01,2.0,1.93,1.29,1.0,1.21,0.82,0.73,0.87,0.77,0.89,0.68,0.61,0.62
g_1,2.34,2.09,2.51,1.93,1.74,1.8,0.83,1.0,1.16,1.0,1.04,0.84,0.64,0.94,0.83,0.75
d_0,1.73,2.44,2.2,3.36,1.92,1.47,1.24,0.82,1.0,0.82,0.83,0.84,1.03,0.77,0.77,0.71
c_0,2.75,2.62,1.87,2.49,1.6,1.78,1.35,1.01,1.27,1.0,1.08,1.28,0.89,0.71,0.76,0.92
f_0,2.15,3.04,3.09,2.46,2.1,1.74,1.16,0.95,1.21,0.91,1.0,1.18,0.96,0.7,1.36,0.59
b_0,2.61,3.02,1.97,2.77,2.62,1.79,1.23,1.15,1.23,0.75,0.92,1.0,1.13,1.17,0.65,0.85
h_0,2.94,3.27,2.97,2.84,2.41,1.71,1.1,1.54,0.96,1.13,1.04,0.93,1.0,0.76,0.77,0.96
a_0,2.78,3.7,3.07,3.07,2.7,,1.47,1.06,1.36,1.5,1.29,0.92,1.29,1.0,1.18,0.74
e_0,2.03,4.21,3.21,2.85,3.03,1.75,1.63,1.24,1.28,1.36,0.78,1.48,1.21,0.9,1.0,0.93
g_0,3.12,2.7,4.04,3.3,2.46,2.15,1.65,1.35,1.36,1.04,1.69,1.23,1.04,1.29,1.09,1.0
