,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,7895.7,6734.31,7766.55,10597.81,14088.17,62358.37,8263478.93,16803741.57,24360457.39,26832433.74,38379136.0,61321355.76,196097329.94,191811969.82,231605900.22,627732583.14
e_1,4177.82,9344.31,7070.9,13180.87,15974.66,65306.53,8544393.2,14467521.65,22685616.72,46512880.03,40064109.08,79196334.39,239345669.99,238186762.53,309551793.37,708409562.9
d_1,4261.06,4264.2,19610.13,8607.49,14183.68,73928.48,9040988.29,21286966.45,46509469.01,21621949.51,50709023.63,92125382.26,229471587.06,240688501.39,335035384.43,699577121.56
c_1,3617.82,3859.34,7838.27,25532.15,26394.3,89202.24,8065673.41,18802740.24,19294721.36,23559609.81,31971502.53,81359152.65,213368540.32,190833196.66,364676258.33,548747902.85
b_1,3744.65,3832.52,7922.5,11822.67,42504.72,146133.65,8489993.18,18328085.82,24192141.96,25013270.06,30466458.06,82124955.25,224510217.68,152375178.54,336854577.92,626185301.42
a_1,4100.79,4190.01,9270.31,10269.69,14799.67,292268.61,10555685.44,21675081.09,27894605.19,25789367.75,47048564.85,84521922.87,212690778.58,179659487.57,405873643.73,688221201.47
h_1,5327.62,4706.04,8739.28,10814.52,14906.54,74447.56,16744511.3,26068880.66,29484198.55,25796257.89,47120062.4,89567550.51,211753119.11,278062773.09,406453727.59,865922407.67
g_1,3731.41,4056.13,13180.74,10136.01,14568.94,80394.28,8608326.58,42364201.88,35022634.75,20996132.08,54064586.39,141006097.56,238734932.44,266301550.52,466318156.14,687315405.87
c_0,5044.04,5014.23,10014.24,9671.24,12189.59,68286.38,10533322.24,20135962.99,42386405.13,28784665.92,82140328.88,98452194.36,260933103.16,313139220.68,446022760.7,799694479.82
d_0,4346.67,4630.79,6496.24,19226.11,17973.57,71076.35,9200441.48,18962592.79,19897796.32,40304943.97,46401249.73,77633647.8,251089610.02,226461441.66,363533095.25,682810657.43
b_0,4819.94,4792.83,10088.03,12060.73,10602.7,68387.27,10758870.66,21848204.74,27487883.04,26983099.33,73598054.91,88267543.86,240139837.55,451569497.46,396265791.76,774362664.47
f_0,3566.15,4252.75,9805.47,10917.68,15909.18,91446.42,9528885.19,21711653.46,29974016.69,34593071.68,54313391.08,174479166.67,254337294.16,267151449.08,896668361.47,899780273.44
h_0,5413.06,4968.83,9708.16,9884.67,16659.95,74269.88,6037421.16,22838934.79,24449934.52,25384663.32,42638476.21,79803102.63,201600979.53,232860036.56,373530755.92,860866646.78
a_0,4722.84,4551.7,9600.18,12481.52,17962.88,64495.5,10062052.61,16980470.01,28686848.84,29338982.02,45598049.58,79339378.24,253977891.48,414057663.82,327136318.23,731586989.96
e_0,4721.21,3804.68,10617.06,10887.56,16307.37,62808.27,8894317.12,26295184.47,27997784.21,31826585.26,51529527.85,107853982.3,247357625.86,356338985.57,870895622.05,721014242.26
g_0,3851.45,4094.06,12844.72,11534.0,16543.6,70632.12,8623907.26,18229595.83,29895550.68,27977345.99,49626448.7,125976562.5,256264091.84,264247628.98,505765418.76,622924804.69
