,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.5,0.42,0.43,0.49,0.43,0.38,0.56,0.44,0.97,0.56,0.55,0.6,0.64,0.5,0.24,0.46
f_1,0.72,1.5,0.43,0.53,0.4,0.31,0.39,0.48,0.5,0.54,0.55,0.26,0.49,0.5,0.43,0.53
d_1,0.49,0.55,1.54,0.36,0.42,0.39,0.64,0.51,0.3,0.89,0.58,0.46,0.67,0.45,0.38,0.46
c_1,0.47,0.44,0.53,1.55,0.72,0.42,0.43,0.5,0.52,0.25,0.45,0.49,0.61,0.36,0.45,0.61
b_1,0.49,0.5,0.49,0.44,1.59,0.61,0.56,0.59,0.56,0.56,0.17,0.48,0.61,0.47,0.48,0.49
a_1,0.52,0.57,0.53,0.39,0.43,1.74,0.64,0.58,0.58,0.63,0.59,0.72,0.58,,0.48,0.51
h_1,0.65,1.08,0.8,0.84,0.63,0.5,1.69,0.91,0.66,0.7,0.74,0.68,0.54,0.58,0.7,1.13
g_1,0.77,0.67,1.02,0.66,0.63,0.67,0.69,1.75,0.72,0.92,0.86,1.13,0.83,0.62,0.67,0.57
d_0,0.62,0.89,0.51,1.22,0.7,0.58,0.97,0.71,1.51,0.74,0.81,0.89,0.94,0.77,0.96,0.97
c_0,0.85,0.89,0.71,0.5,0.66,0.56,1.18,0.85,1.05,1.51,1.54,1.14,1.0,0.82,0.7,0.89
b_0,0.81,0.91,0.76,0.87,0.56,0.47,0.94,0.87,0.99,0.76,1.62,0.82,1.26,1.37,0.92,1.13
f_0,0.73,0.55,0.91,0.99,0.76,0.67,1.03,0.79,0.91,0.8,1.19,1.58,0.91,0.73,1.39,0.87
h_0,0.67,1.26,0.74,0.74,0.72,0.67,0.54,1.0,0.99,0.83,0.7,0.99,0.64,0.6,0.63,1.09
a_0,0.79,0.97,0.89,1.09,0.74,,1.11,0.72,0.94,0.91,0.74,0.7,1.21,1.7,0.76,1.11
e_0,0.5,0.78,1.02,1.02,0.78,0.6,1.35,1.08,0.84,1.15,0.88,0.91,1.19,0.76,1.73,0.93
g_0,0.84,0.9,1.18,0.64,0.89,0.67,0.73,0.5,0.83,0.92,0.77,0.97,0.89,0.74,0.76,0.65
