,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,a_0,h_0,g_0,e_0
e_1,8254.75,112.5,114.98,188.35,480.38,2025.29,130482.82,1048973.01,486581.86,1212062.64,1850311.48,1282732.87,4186251.18,8268646.21,9475053.75,
f_1,205.53,8713.85,208.22,271.98,752.62,1535.35,180481.96,489365.02,510748.43,1146939.73,1034620.42,,3324686.06,7598055.04,9287063.85,4276010.12
d_1,115.98,134.31,15947.14,222.54,630.21,2117.87,172354.89,,576431.25,1765142.0,1257494.83,1463313.62,3922801.01,6002621.45,8188586.51,8847501.39
c_1,154.4,127.77,233.96,22405.17,1348.95,1545.44,129962.19,623934.35,685471.51,,1153569.64,1223522.17,3650756.24,6424293.2,4907737.97,6886560.06
b_1,121.06,98.89,203.7,254.25,80038.89,2790.79,194672.57,423576.85,648392.16,609187.49,,1451933.04,,8286521.69,7234695.08,12213832.39
a_1,75.31,90.06,155.2,272.41,632.23,280730.62,159909.61,653518.56,644181.82,783241.05,956544.56,1136295.42,,12176113.51,16278063.94,
h_1,410.89,522.48,875.27,857.46,2959.56,7529.57,6594533.22,1542799.01,2862601.81,4273342.4,5018155.53,5109558.51,17151688.95,,34158724.88,38944487.48
d_0,470.68,569.66,,2779.11,4827.38,8951.27,709295.72,17493692.98,3029956.76,4607157.46,6154048.1,5594768.52,15859033.67,37769401.52,43280012.29,39362496.3
g_1,354.94,514.95,1314.35,882.67,2292.09,7046.31,491518.0,1523988.71,35941556.1,3383828.38,5400491.19,8845989.28,,17933297.62,,33641487.52
c_0,678.06,532.42,792.09,,4124.05,10732.79,567741.27,3420873.94,2499247.28,31979317.31,9513448.05,8667074.52,13310753.94,45412216.4,63906223.69,31385725.52
b_0,600.63,778.6,1060.96,1163.88,,7592.24,760450.68,2419883.08,2331344.18,4818837.67,51766870.47,5548397.46,33110714.57,32514199.51,45703230.86,34156717.51
f_0,551.14,,1098.07,1448.44,3503.41,12308.74,715500.89,2522043.95,1689838.08,4298902.8,5195409.24,52343561.61,29076655.99,36547606.53,55839940.85,73457678.44
a_0,493.02,520.2,779.34,1337.51,,,868926.73,3889332.44,,4195223.38,5692753.06,5796443.47,197276558.96,39062941.81,62277957.56,
h_0,727.23,1410.87,1405.0,1718.31,2499.56,20757.11,,4961952.37,6019768.02,6587327.35,10056087.04,7963863.6,28288864.82,,97788664.88,63367801.92
g_0,817.1,754.38,2417.29,1870.33,6430.75,9558.8,1202220.53,3185172.97,,5045640.27,14188958.08,16924099.77,18474979.81,46443875.33,,43562569.63
e_0,,954.41,1079.39,1371.3,3607.8,,626296.45,3751494.71,2208698.98,5533736.61,5068617.43,6451174.43,,32259898.5,73933329.5,416054988.77
