,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.83,1.22,1.0,0.98,0.88,1.02,1.33,1.11,0.9,1.04,1.18,0.97,1.06,1.01,1.08
f_1,1.23,1.0,1.03,0.93,0.95,0.9,0.86,1.02,0.99,0.89,0.99,0.92,0.85,0.88,0.83,1.04
c_1,0.83,0.94,1.0,1.13,1.35,0.95,1.03,0.76,0.98,0.94,0.78,1.0,1.03,0.93,0.96,1.06
d_1,1.0,1.11,0.89,1.0,0.99,0.98,1.02,1.07,0.92,1.26,1.04,1.0,1.02,1.0,1.03,0.84
b_1,0.98,1.08,0.75,0.99,1.0,1.47,1.05,0.91,1.01,1.12,1.08,0.94,1.04,1.02,1.06,0.96
a_1,1.09,1.1,1.06,1.02,0.7,1.0,1.1,0.99,1.07,1.05,1.24,0.99,1.18,1.13,0.97,1.11
h_1,0.97,1.17,0.99,0.98,0.91,0.93,1.0,0.9,1.14,0.97,0.92,0.91,1.0,0.97,0.89,1.16
d_0,0.78,0.95,1.27,0.95,1.09,1.06,1.11,1.0,0.99,0.83,0.91,0.96,1.06,0.99,1.11,1.11
g_1,0.91,1.03,0.99,1.1,0.98,0.89,0.88,0.99,1.0,0.97,1.02,1.18,0.94,0.99,1.14,1.03
c_0,1.11,1.14,1.07,0.79,0.89,0.94,1.05,1.2,1.0,1.0,1.33,1.05,1.13,1.09,1.19,0.99
b_0,0.95,1.01,1.28,0.94,0.94,0.75,1.04,1.06,0.98,0.78,1.0,0.96,1.09,1.34,1.09,1.0
f_0,0.83,1.08,1.01,0.97,1.04,1.06,1.1,1.04,0.83,0.99,1.06,1.0,1.07,0.92,1.41,0.9
h_0,1.03,1.15,0.97,1.04,0.94,0.85,1.01,0.95,1.09,0.9,0.96,0.95,1.0,0.91,0.94,1.09
a_0,0.94,1.05,1.1,0.95,1.01,0.89,1.01,0.95,0.95,0.95,0.77,0.99,1.05,1.0,1.0,0.94
e_0,0.98,1.19,1.02,0.97,0.93,1.04,1.08,0.85,0.87,0.9,0.84,0.72,1.06,0.95,1.0,0.95
g_0,0.94,0.97,0.94,1.17,1.03,0.89,0.86,0.91,0.97,0.99,1.0,1.11,0.89,0.98,1.05,1.0
