,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,86.63,49.18,54.1,61.69,65.59,236.74,6941.57,10703.0,14438.38,12765.81,18473.37,13404.69,56296.07,59012.29,66286.55,138684.94
e_1,26.42,94.4,40.28,65.72,80.68,228.1,6533.94,8774.92,13624.83,24650.64,19381.15,35870.46,67824.74,76129.95,55532.12,161301.64
d_1,22.4,28.26,136.96,43.99,64.22,247.15,6273.72,9559.45,19193.83,5568.91,18010.38,30493.62,50318.3,51499.93,72059.72,117757.15
c_1,23.2,21.96,41.45,156.94,98.37,199.13,4894.37,9484.26,4190.24,9906.1,14718.41,29569.03,54128.86,46620.85,94695.89,93316.55
b_1,22.71,21.66,34.83,42.14,202.35,265.76,4193.72,8902.81,10763.52,9615.39,7273.89,25760.48,43122.1,40231.94,77704.29,102064.43
a_1,14.3,13.59,21.78,25.9,38.77,533.85,3947.57,6768.99,7807.35,9074.67,12765.23,15448.59,29858.0,24516.39,39016.24,79610.17
h_1,9.45,8.16,11.77,16.48,21.25,58.42,3685.48,4496.74,3637.96,3431.64,5636.24,8036.15,13761.16,22065.42,27363.93,46171.34
g_1,5.48,6.56,16.07,11.14,17.11,55.2,999.6,5888.18,3767.9,2324.25,4922.48,12040.27,12468.3,15734.49,21339.29,20996.85
c_0,7.64,6.24,10.37,9.92,14.29,49.05,1640.58,2634.88,5278.64,3840.05,7477.67,10301.92,15015.44,14658.17,23208.91,40479.51
d_0,7.03,5.67,5.14,22.43,16.94,42.88,1647.19,2600.48,2321.85,5294.62,4529.29,5520.66,17235.34,13312.93,21006.29,30121.49
b_0,6.52,6.46,10.39,10.73,9.9,36.94,1462.13,2534.65,2693.98,2709.45,7195.42,7308.02,12826.44,19418.75,23607.2,25801.09
f_0,3.36,4.46,8.47,7.99,12.43,58.55,1209.89,1816.65,2103.79,2776.15,4036.38,11063.27,13180.78,13375.3,38629.27,21589.98
h_0,5.76,4.02,7.08,7.72,11.11,34.48,,1785.56,1817.03,1553.7,2710.81,4244.99,4698.2,8888.36,15820.41,20911.61
a_0,4.54,3.66,7.82,10.13,9.81,,724.06,1204.87,2095.59,1837.72,2425.7,4228.53,9957.69,17960.51,9639.99,17981.35
e_0,3.92,1.95,8.06,6.04,7.28,28.93,797.29,1923.48,1682.43,2064.07,2499.76,3613.46,8301.37,13121.77,26415.26,13377.56
g_0,3.04,2.79,8.18,7.05,7.61,22.86,694.87,980.33,1263.98,1429.01,2328.28,4892.6,6584.64,7340.56,15431.25,
