,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.44,0.11,0.08,0.06,0.07,0.07,0.3,0.26,0.45,0.39,0.4,,0.7,0.38,0.39,0.62
e_1,0.07,5.64,0.06,0.06,0.1,0.08,0.26,0.19,0.68,0.43,0.38,0.48,0.53,0.43,,0.53
d_1,0.06,0.07,6.29,0.09,0.09,0.07,0.33,0.3,,0.52,0.39,0.31,0.74,0.37,0.37,0.74
c_1,0.08,0.08,0.08,6.87,0.13,0.05,0.35,0.25,0.34,,0.36,0.37,0.65,0.34,0.39,0.56
b_1,0.07,0.09,0.07,0.09,7.49,0.15,0.28,0.31,0.35,0.38,,0.45,0.55,0.26,0.35,0.51
a_1,0.07,0.09,0.11,0.08,0.06,10.9,0.3,,0.39,0.53,0.27,,0.6,,,0.63
h_1,0.41,0.21,0.34,0.28,0.3,0.25,13.48,1.57,1.12,1.53,1.56,1.14,,1.65,1.1,3.15
g_1,0.23,0.24,0.49,0.25,0.16,,1.19,17.09,1.05,1.33,1.24,2.37,2.63,1.13,1.95,
d_0,0.34,0.46,,0.76,0.41,0.35,1.62,1.26,12.08,1.68,2.07,1.92,2.93,1.98,1.7,2.49
c_0,0.33,0.41,0.29,,0.37,0.37,1.75,1.28,2.52,12.71,3.31,2.32,2.73,1.59,1.79,3.19
b_0,0.48,0.39,0.35,0.34,,0.36,1.71,1.36,2.01,1.97,14.28,2.0,2.36,3.64,1.65,2.41
f_0,,0.24,0.46,0.38,0.43,,1.66,1.58,1.99,2.02,2.17,15.27,2.82,2.35,4.25,1.48
h_0,0.87,0.59,0.54,0.54,0.45,0.6,,3.17,3.43,2.03,2.75,2.19,,2.9,3.38,5.72
a_0,0.61,0.41,0.28,0.36,0.4,,1.24,1.91,1.69,1.88,1.99,1.76,3.04,20.2,,
e_0,0.39,,0.3,0.39,0.33,,1.75,1.85,2.0,2.53,1.76,2.38,2.8,,22.03,3.23
g_0,0.42,0.55,0.94,0.56,0.66,0.48,1.58,,2.38,3.53,2.54,4.32,5.56,,2.28,
