,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.15,53.38,83.93,77.1,61.79,69.32,21.6,19.28,17.69,24.52,28.86,23.0,10.02,15.88,13.18,
f_1,89.05,1.15,82.02,95.79,61.79,144.42,16.3,21.03,17.25,23.64,13.47,,8.98,17.32,13.67,23.5
d_1,93.5,77.23,1.15,98.78,112.83,72.21,24.69,,18.65,13.51,16.83,16.32,12.68,17.32,8.02,12.19
c_1,106.86,88.54,116.42,1.15,63.29,115.53,24.0,11.97,,27.58,23.31,28.11,11.97,29.31,11.9,20.56
b_1,103.89,139.62,144.36,70.24,1.15,96.28,41.14,21.03,32.86,50.92,,24.1,16.58,,13.18,18.28
a_1,220.0,181.5,212.29,117.07,152.65,1.15,54.0,31.55,46.0,,,,28.73,,24.6,
h_1,86.98,77.23,120.3,105.37,117.95,91.21,2.0,16.93,18.65,34.84,13.77,24.1,,,12.3,9.97
d_0,52.68,84.42,,75.26,112.83,72.21,26.18,3.15,16.05,22.83,24.24,14.88,13.06,14.11,12.72,18.28
c_0,85.0,117.1,58.21,,112.83,101.94,19.2,16.93,3.09,24.52,15.15,13.32,10.51,13.61,18.45,
g_1,143.85,117.1,116.42,166.37,162.19,,22.74,23.13,25.56,2.0,24.24,21.08,15.96,27.21,,20.56
b_0,103.89,134.44,103.11,143.68,,,34.56,18.76,9.86,31.52,3.03,24.1,14.37,21.17,13.67,18.28
f_0,143.85,,106.15,112.89,123.57,,45.47,23.13,24.64,30.09,20.2,2.96,20.52,22.41,9.0,
h_0,124.67,93.08,83.93,101.97,83.71,75.35,,15.09,20.29,22.07,15.54,17.45,,25.4,15.37,
a_0,155.83,172.86,128.89,166.37,,,,34.7,26.54,41.38,18.94,36.14,21.55,3.05,,
g_0,128.97,121.0,97.54,109.0,144.17,144.42,20.09,23.93,23.79,,30.3,26.63,8.98,,,23.5
e_0,,279.23,156.91,137.43,152.65,,50.82,38.56,,60.18,46.62,,,,24.6,3.29
